Kod;Grupy towarów i usług;Rok;Wartosc;Jednostka miary
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2004;160,87;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2005;153,28;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2006;166,33;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2007;169,14;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2008;186,6;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2009;211,62;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2010;221,43;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2011;239,42;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2012;257,08;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2013;257,56;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2014;256,09;zł
2240000000;użytkowanie mieszkania lub domu i nośniki energii;2015;252,94;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1998;;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1999;39,37;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2000;42,03;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2001;32,12;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2002;32,41;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2003;31,99;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2004;33,72;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2005;33,97;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2006;37,48;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;44,75;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;49,42;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;48,72;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;50,07;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;48,3;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;54,78;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;52,34;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;51,58;zł
2240000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;55,12;zł
2240000000;zdrowie;1998;;zł
2240000000;zdrowie;1999;24,19;zł
2240000000;zdrowie;2000;26,91;zł
2240000000;zdrowie;2001;27,27;zł
2240000000;zdrowie;2002;26,69;zł
2240000000;zdrowie;2003;31,27;zł
2240000000;zdrowie;2004;34,26;zł
2240000000;zdrowie;2005;33,48;zł
2240000000;zdrowie;2006;33,62;zł
2240000000;zdrowie;2007;36,5;zł
2240000000;zdrowie;2008;38,47;zł
2240000000;zdrowie;2009;41,87;zł
2240000000;zdrowie;2010;44,44;zł
2240000000;zdrowie;2011;48,86;zł
2240000000;zdrowie;2012;52,56;zł
2240000000;zdrowie;2013;53,1;zł
2240000000;zdrowie;2014;55,46;zł
2240000000;zdrowie;2015;56,59;zł
2240000000;transport;1998;;zł
2240000000;transport;1999;62,87;zł
2240000000;transport;2000;66,5;zł
2240000000;transport;2001;60,29;zł
2240000000;transport;2002;53,14;zł
2240000000;transport;2003;63,3;zł
2240000000;transport;2004;53,79;zł
2240000000;transport;2005;60,34;zł
2240000000;transport;2006;60,66;zł
2240000000;transport;2007;63,58;zł
2240000000;transport;2008;76,27;zł
2240000000;transport;2009;78,13;zł
2240000000;transport;2010;88,09;zł
2240000000;transport;2011;89,01;zł
2240000000;transport;2012;99,48;zł
2240000000;transport;2013;104,68;zł
2240000000;transport;2014;91,57;zł
2240000000;transport;2015;93,52;zł
2240000000;łączność;1998;;zł
2240000000;łączność;1999;16,13;zł
2240000000;łączność;2000;21,2;zł
2240000000;łączność;2001;28,86;zł
2240000000;łączność;2002;29,42;zł
2240000000;łączność;2003;30,59;zł
2240000000;łączność;2004;32,85;zł
2240000000;łączność;2005;38;zł
2240000000;łączność;2006;39,05;zł
2240000000;łączność;2007;40,34;zł
2240000000;łączność;2008;41,92;zł
2240000000;łączność;2009;43,63;zł
2240000000;łączność;2010;43,25;zł
2240000000;łączność;2011;43,58;zł
2240000000;łączność;2012;44,16;zł
2240000000;łączność;2013;58,78;zł
2240000000;łączność;2014;56,51;zł
2240000000;łączność;2015;56,48;zł
2240000000;rekreacja i kultura;1998;;zł
2240000000;rekreacja i kultura;1999;46,82;zł
2240000000;rekreacja i kultura;2000;44,23;zł
2240000000;rekreacja i kultura;2001;43,82;zł
2240000000;rekreacja i kultura;2002;40,1;zł
2240000000;rekreacja i kultura;2003;42,25;zł
2240000000;rekreacja i kultura;2004;44,14;zł
2240000000;rekreacja i kultura;2005;47,24;zł
2240000000;rekreacja i kultura;2006;55,2;zł
2240000000;rekreacja i kultura;2007;60,36;zł
2240000000;rekreacja i kultura;2008;71,05;zł
2240000000;rekreacja i kultura;2009;80,45;zł
2240000000;rekreacja i kultura;2010;83,9;zł
2240000000;rekreacja i kultura;2011;86,75;zł
2240000000;rekreacja i kultura;2012;90,97;zł
2240000000;rekreacja i kultura;2013;72,41;zł
2240000000;rekreacja i kultura;2014;77,77;zł
2240000000;rekreacja i kultura;2015;80,18;zł
2240000000;edukacja;1998;;zł
2240000000;edukacja;1999;5,85;zł
2240000000;edukacja;2000;9,65;zł
2240000000;edukacja;2001;8,73;zł
2240000000;edukacja;2002;8,56;zł
2240000000;edukacja;2003;10,17;zł
2240000000;edukacja;2004;9,49;zł
2240000000;edukacja;2005;8,19;zł
2240000000;edukacja;2006;9,35;zł
2240000000;edukacja;2007;9,52;zł
2240000000;edukacja;2008;8,96;zł
2240000000;edukacja;2009;11,18;zł
2240000000;edukacja;2010;11,27;zł
2240000000;edukacja;2011;10,35;zł
2240000000;edukacja;2012;11,39;zł
2240000000;edukacja;2013;10,75;zł
2240000000;edukacja;2014;8,25;zł
2240000000;edukacja;2015;9,03;zł
2240000000;restauracje i hotele;1998;;zł
2240000000;restauracje i hotele;1999;10,02;zł
2240000000;restauracje i hotele;2000;11,44;zł
2240000000;restauracje i hotele;2001;11,84;zł
2240000000;restauracje i hotele;2002;9,44;zł
2240000000;restauracje i hotele;2003;10,99;zł
2240000000;restauracje i hotele;2004;10,63;zł
2240000000;restauracje i hotele;2005;11,49;zł
2240000000;restauracje i hotele;2006;16,18;zł
2240000000;restauracje i hotele;2007;15,3;zł
2240000000;restauracje i hotele;2008;17,16;zł
2240000000;restauracje i hotele;2009;20,46;zł
2240000000;restauracje i hotele;2010;19,27;zł
2240000000;restauracje i hotele;2011;22,92;zł
2240000000;restauracje i hotele;2012;26,55;zł
2240000000;restauracje i hotele;2013;25,19;zł
2240000000;restauracje i hotele;2014;39,53;zł
2240000000;restauracje i hotele;2015;37,43;zł
2240000000;pozostałe wydatki na towary i usługi;1998;;zł
2240000000;pozostałe wydatki na towary i usługi;1999;31,6;zł
2240000000;pozostałe wydatki na towary i usługi;2000;31,52;zł
2240000000;pozostałe wydatki na towary i usługi;2001;33,23;zł
2240000000;pozostałe wydatki na towary i usługi;2002;29,75;zł
2240000000;pozostałe wydatki na towary i usługi;2003;32,87;zł
2240000000;pozostałe wydatki na towary i usługi;2004;32,46;zł
2240000000;pozostałe wydatki na towary i usługi;2005;32,61;zł
2240000000;pozostałe wydatki na towary i usługi;2006;36,64;zł
2240000000;pozostałe wydatki na towary i usługi;2007;40,06;zł
2240000000;pozostałe wydatki na towary i usługi;2008;42,4;zł
2240000000;pozostałe wydatki na towary i usługi;2009;46,62;zł
2240000000;pozostałe wydatki na towary i usługi;2010;49,45;zł
2240000000;pozostałe wydatki na towary i usługi;2011;46,9;zł
2240000000;pozostałe wydatki na towary i usługi;2012;49,5;zł
2240000000;pozostałe wydatki na towary i usługi;2013;58,19;zł
2240000000;pozostałe wydatki na towary i usługi;2014;63,26;zł
2240000000;pozostałe wydatki na towary i usługi;2015;63,92;zł
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;27,4;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;28,2;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;27,8;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;26,7;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;26,8;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;25,7;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;24,9;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;24,8;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;24,9;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;24,5;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;24,2;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;24;%
2240000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2015;23,9;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1998;;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1999;;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2000;;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2001;;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2002;;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2003;22,8;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2004;23,1;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2005;21,6;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2006;21,9;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2007;20,9;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2008;21;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2009;22,1;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2010;22;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2011;23;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2012;23,3;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2013;23;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2014;22,7;%
2240000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2015;22,3;%
3060000000;ogółem;1998;430,38;zł
3060000000;ogółem;1999;490,7;zł
3060000000;ogółem;2000;513,64;zł
3060000000;ogółem;2001;528,74;zł
3060000000;ogółem;2002;570,29;zł
3060000000;ogółem;2003;618,24;zł
3060000000;ogółem;2004;652,16;zł
3060000000;ogółem;2005;629,51;zł
3060000000;ogółem;2006;678,14;zł
3060000000;ogółem;2007;705,21;zł
3060000000;ogółem;2008;810,7;zł
3060000000;ogółem;2009;826,98;zł
3060000000;ogółem;2010;825,53;zł
3060000000;ogółem;2011;856,17;zł
3060000000;ogółem;2012;917,94;zł
3060000000;ogółem;2013;929,11;zł
3060000000;ogółem;2014;982,13;zł
3060000000;ogółem;2015;971,28;zł
3060000000;towary i usługi konsumpcyjne;1998;409,51;zł
3060000000;towary i usługi konsumpcyjne;1999;468,06;zł
3060000000;towary i usługi konsumpcyjne;2000;488,67;zł
3060000000;towary i usługi konsumpcyjne;2001;496,46;zł
3060000000;towary i usługi konsumpcyjne;2002;534,63;zł
3060000000;towary i usługi konsumpcyjne;2003;579,25;zł
3060000000;towary i usługi konsumpcyjne;2004;611,56;zł
3060000000;towary i usługi konsumpcyjne;2005;594,94;zł
3060000000;towary i usługi konsumpcyjne;2006;637,8;zł
3060000000;towary i usługi konsumpcyjne;2007;664,68;zł
3060000000;towary i usługi konsumpcyjne;2008;765,89;zł
3060000000;towary i usługi konsumpcyjne;2009;779,41;zł
3060000000;towary i usługi konsumpcyjne;2010;776,79;zł
3060000000;towary i usługi konsumpcyjne;2011;809,8;zł
3060000000;towary i usługi konsumpcyjne;2012;868,22;zł
3060000000;towary i usługi konsumpcyjne;2013;878,57;zł
3060000000;towary i usługi konsumpcyjne;2014;933,36;zł
3060000000;towary i usługi konsumpcyjne;2015;919,45;zł
3060000000;żywność i napoje bezalkoholowe;1998;;zł
3060000000;żywność i napoje bezalkoholowe;1999;162,27;zł
3060000000;żywność i napoje bezalkoholowe;2000;165,96;zł
3060000000;żywność i napoje bezalkoholowe;2001;170,28;zł
3060000000;żywność i napoje bezalkoholowe;2002;173,12;zł
3060000000;żywność i napoje bezalkoholowe;2003;179,12;zł
3060000000;żywność i napoje bezalkoholowe;2004;184,6;zł
3060000000;żywność i napoje bezalkoholowe;2005;179,51;zł
3060000000;żywność i napoje bezalkoholowe;2006;186,56;zł
3060000000;żywność i napoje bezalkoholowe;2007;194,42;zł
3060000000;żywność i napoje bezalkoholowe;2008;210,26;zł
3060000000;żywność i napoje bezalkoholowe;2009;217,93;zł
3060000000;żywność i napoje bezalkoholowe;2010;219,22;zł
3060000000;żywność i napoje bezalkoholowe;2011;233,07;zł
3060000000;żywność i napoje bezalkoholowe;2012;247,29;zł
3060000000;żywność i napoje bezalkoholowe;2013;249,72;zł
3060000000;żywność i napoje bezalkoholowe;2014;252,28;zł
3060000000;żywność i napoje bezalkoholowe;2015;247,16;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;1998;;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;1999;15,16;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2000;14,14;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2001;16,12;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2002;16,16;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2003;16,68;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2004;16,34;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2005;16,25;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2006;17,17;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2007;17,83;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2008;19,23;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2009;19,63;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2010;20,1;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2011;19,15;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2012;21,54;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2013;21,4;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2014;21,4;zł
3060000000;napoje alkoholowe i wyroby tytoniowe;2015;21,82;zł
3060000000;odzież i obuwie;1998;;zł
3060000000;odzież i obuwie;1999;34,84;zł
3060000000;odzież i obuwie;2000;31,1;zł
3060000000;odzież i obuwie;2001;33,39;zł
3060000000;odzież i obuwie;2002;35,1;zł
3060000000;odzież i obuwie;2003;36,94;zł
3060000000;odzież i obuwie;2004;36,77;zł
3060000000;odzież i obuwie;2005;36,2;zł
3060000000;odzież i obuwie;2006;37,79;zł
3060000000;odzież i obuwie;2007;43,9;zł
3060000000;odzież i obuwie;2008;47,06;zł
3060000000;odzież i obuwie;2009;46,75;zł
3060000000;odzież i obuwie;2010;46,8;zł
3060000000;odzież i obuwie;2011;45,07;zł
3060000000;odzież i obuwie;2012;48,11;zł
3060000000;odzież i obuwie;2013;51,74;zł
3060000000;odzież i obuwie;2014;55,26;zł
3060000000;odzież i obuwie;2015;54,15;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;1998;;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;1999;80,49;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2000;83,4;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2001;88,7;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2002;96,73;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2003;112,61;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2004;119,17;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2005;112,89;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2006;128,23;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2007;124,06;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2008;144,44;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2009;149,54;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2010;150,94;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2011;166,47;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2012;172,72;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2013;166,07;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2014;170,59;zł
3060000000;użytkowanie mieszkania lub domu i nośniki energii;2015;163,23;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1998;;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1999;29,84;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2000;31,15;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2001;23,01;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2002;29,46;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2003;34,84;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2004;34,68;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2005;31,86;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2006;37,38;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;42,19;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;47,36;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;48,62;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;44,73;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;45,71;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;52,47;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;46,63;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;56,78;zł
3060000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;54,96;zł
3060000000;zdrowie;1998;;zł
3060000000;zdrowie;1999;22,93;zł
3060000000;zdrowie;2000;25,3;zł
3060000000;zdrowie;2001;27,2;zł
3060000000;zdrowie;2002;28,31;zł
3060000000;zdrowie;2003;32,15;zł
3060000000;zdrowie;2004;34,01;zł
3060000000;zdrowie;2005;35,47;zł
3060000000;zdrowie;2006;36,68;zł
3060000000;zdrowie;2007;36,2;zł
3060000000;zdrowie;2008;41,09;zł
3060000000;zdrowie;2009;41,33;zł
3060000000;zdrowie;2010;37,83;zł
3060000000;zdrowie;2011;42,68;zł
3060000000;zdrowie;2012;43,95;zł
3060000000;zdrowie;2013;49,27;zł
3060000000;zdrowie;2014;57,96;zł
3060000000;zdrowie;2015;54,97;zł
3060000000;transport;1998;;zł
3060000000;transport;1999;42,69;zł
3060000000;transport;2000;49,7;zł
3060000000;transport;2001;43,28;zł
3060000000;transport;2002;51,25;zł
3060000000;transport;2003;52,29;zł
3060000000;transport;2004;58,5;zł
3060000000;transport;2005;62,11;zł
3060000000;transport;2006;64,55;zł
3060000000;transport;2007;62,69;zł
3060000000;transport;2008;89,78;zł
3060000000;transport;2009;86,38;zł
3060000000;transport;2010;84,45;zł
3060000000;transport;2011;81,89;zł
3060000000;transport;2012;95,44;zł
3060000000;transport;2013;94,47;zł
3060000000;transport;2014;97,36;zł
3060000000;transport;2015;102,03;zł
3060000000;łączność;1998;;zł
3060000000;łączność;1999;13,13;zł
3060000000;łączność;2000;17,63;zł
3060000000;łączność;2001;22;zł
3060000000;łączność;2002;23,25;zł
3060000000;łączność;2003;27,47;zł
3060000000;łączność;2004;29,33;zł
3060000000;łączność;2005;30,85;zł
3060000000;łączność;2006;31,58;zł
3060000000;łączność;2007;35,08;zł
3060000000;łączność;2008;38,26;zł
3060000000;łączność;2009;38,73;zł
3060000000;łączność;2010;38,36;zł
3060000000;łączność;2011;38,33;zł
3060000000;łączność;2012;36,4;zł
3060000000;łączność;2013;45,93;zł
3060000000;łączność;2014;49,09;zł
3060000000;łączność;2015;47,74;zł
3060000000;rekreacja i kultura;1998;;zł
3060000000;rekreacja i kultura;1999;31,41;zł
3060000000;rekreacja i kultura;2000;32,61;zł
3060000000;rekreacja i kultura;2001;31;zł
3060000000;rekreacja i kultura;2002;32,08;zł
3060000000;rekreacja i kultura;2003;35,18;zł
3060000000;rekreacja i kultura;2004;38,61;zł
3060000000;rekreacja i kultura;2005;37,1;zł
3060000000;rekreacja i kultura;2006;40,73;zł
3060000000;rekreacja i kultura;2007;47,56;zł
3060000000;rekreacja i kultura;2008;55,46;zł
3060000000;rekreacja i kultura;2009;57,03;zł
3060000000;rekreacja i kultura;2010;58,04;zł
3060000000;rekreacja i kultura;2011;63,52;zł
3060000000;rekreacja i kultura;2012;68,71;zł
3060000000;rekreacja i kultura;2013;61,45;zł
3060000000;rekreacja i kultura;2014;62,95;zł
3060000000;rekreacja i kultura;2015;60,13;zł
3060000000;edukacja;1998;;zł
3060000000;edukacja;1999;5,08;zł
3060000000;edukacja;2000;7,84;zł
3060000000;edukacja;2001;8,67;zł
3060000000;edukacja;2002;9,59;zł
3060000000;edukacja;2003;7,56;zł
3060000000;edukacja;2004;9,75;zł
3060000000;edukacja;2005;6,4;zł
3060000000;edukacja;2006;8,65;zł
3060000000;edukacja;2007;7,97;zł
3060000000;edukacja;2008;7,19;zł
3060000000;edukacja;2009;10,08;zł
3060000000;edukacja;2010;9,14;zł
3060000000;edukacja;2011;8,81;zł
3060000000;edukacja;2012;9,61;zł
3060000000;edukacja;2013;9,2;zł
3060000000;edukacja;2014;8,42;zł
3060000000;edukacja;2015;8,97;zł
3060000000;restauracje i hotele;1998;;zł
3060000000;restauracje i hotele;1999;4,23;zł
3060000000;restauracje i hotele;2000;5,33;zł
3060000000;restauracje i hotele;2001;4,38;zł
3060000000;restauracje i hotele;2002;6,41;zł
3060000000;restauracje i hotele;2003;8,01;zł
3060000000;restauracje i hotele;2004;8,11;zł
3060000000;restauracje i hotele;2005;8,32;zł
3060000000;restauracje i hotele;2006;10,1;zł
3060000000;restauracje i hotele;2007;9,72;zł
3060000000;restauracje i hotele;2008;15,42;zł
3060000000;restauracje i hotele;2009;12,84;zł
3060000000;restauracje i hotele;2010;17,11;zł
3060000000;restauracje i hotele;2011;15;zł
3060000000;restauracje i hotele;2012;16,52;zł
3060000000;restauracje i hotele;2013;18,9;zł
3060000000;restauracje i hotele;2014;36,35;zł
3060000000;restauracje i hotele;2015;37,53;zł
3060000000;pozostałe wydatki na towary i usługi;1998;;zł
3060000000;pozostałe wydatki na towary i usługi;1999;24,28;zł
3060000000;pozostałe wydatki na towary i usługi;2000;21,84;zł
3060000000;pozostałe wydatki na towary i usługi;2001;24,36;zł
3060000000;pozostałe wydatki na towary i usługi;2002;27,78;zł
3060000000;pozostałe wydatki na towary i usługi;2003;29,18;zł
3060000000;pozostałe wydatki na towary i usługi;2004;33,15;zł
3060000000;pozostałe wydatki na towary i usługi;2005;30,64;zł
3060000000;pozostałe wydatki na towary i usługi;2006;32,06;zł
3060000000;pozostałe wydatki na towary i usługi;2007;36,66;zł
3060000000;pozostałe wydatki na towary i usługi;2008;42,44;zł
3060000000;pozostałe wydatki na towary i usługi;2009;43,19;zł
3060000000;pozostałe wydatki na towary i usługi;2010;40,37;zł
3060000000;pozostałe wydatki na towary i usługi;2011;42,2;zł
3060000000;pozostałe wydatki na towary i usługi;2012;46,43;zł
3060000000;pozostałe wydatki na towary i usługi;2013;54,99;zł
3060000000;pozostałe wydatki na towary i usługi;2014;56,46;zł
3060000000;pozostałe wydatki na towary i usługi;2015;57,26;zł
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;29;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;28,3;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;28,5;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;27,5;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;27,6;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;25,9;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;26,4;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;26,6;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;27,2;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;26,9;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;26,9;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;25,7;%
3060000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2015;25,4;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1998;;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1999;;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2000;;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2001;;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2002;;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2003;18,2;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2004;18,3;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2005;17,9;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2006;18,9;%
3060000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2007;17,6;%
