Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary;Typy szkół
2120000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;studenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2120000000;absolwenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2010;45;ob.;szkoły wyższe ogółem
2240000000;ogółem;2011;45;ob.;szkoły wyższe ogółem
2240000000;ogółem;2012;45;ob.;szkoły wyższe ogółem
2240000000;ogółem;2013;41;ob.;szkoły wyższe ogółem
2240000000;ogółem;2014;41;ob.;szkoły wyższe ogółem
2240000000;ogółem;2015;38;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2010;39;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2011;47;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2012;43;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2013;41;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2014;39;ob.;szkoły wyższe ogółem
2240000000;jednostki zamiejscowe;2015;35;ob.;szkoły wyższe ogółem
2240000000;studenci;2010;181346;osoba;szkoły wyższe ogółem
2240000000;studenci;2011;170188;osoba;szkoły wyższe ogółem
2240000000;studenci;2012;158778;osoba;szkoły wyższe ogółem
2240000000;studenci;2013;144545;osoba;szkoły wyższe ogółem
2240000000;studenci;2014;134823;osoba;szkoły wyższe ogółem
2240000000;studenci;2015;126455;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2010;48783;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2011;51479;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2012;48657;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2013;44687;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2014;41683;osoba;szkoły wyższe ogółem
2240000000;absolwenci;2015;38683;osoba;szkoły wyższe ogółem
2240000000;ogółem;2010;1;ob.;uniwersytety
2240000000;ogółem;2011;1;ob.;uniwersytety
2240000000;ogółem;2012;1;ob.;uniwersytety
2240000000;ogółem;2013;1;ob.;uniwersytety
2240000000;ogółem;2014;1;ob.;uniwersytety
2240000000;ogółem;2015;1;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2010;4;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2011;4;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2012;4;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2013;4;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2014;3;ob.;uniwersytety
2240000000;jednostki zamiejscowe;2015;3;ob.;uniwersytety
2240000000;studenci;2010;32343;osoba;uniwersytety
2240000000;studenci;2011;30092;osoba;uniwersytety
2240000000;studenci;2012;29258;osoba;uniwersytety
2240000000;studenci;2013;26908;osoba;uniwersytety
2240000000;studenci;2014;25390;osoba;uniwersytety
2240000000;studenci;2015;24484;osoba;uniwersytety
2240000000;absolwenci;2010;8314;osoba;uniwersytety
2240000000;absolwenci;2011;7903;osoba;uniwersytety
2240000000;absolwenci;2012;7395;osoba;uniwersytety
2240000000;absolwenci;2013;6952;osoba;uniwersytety
2240000000;absolwenci;2014;6781;osoba;uniwersytety
2240000000;absolwenci;2015;6310;osoba;uniwersytety
2240000000;ogółem;2010;4;ob.;wyższe szkoły techniczne
2240000000;ogółem;2011;4;ob.;wyższe szkoły techniczne
2240000000;ogółem;2012;4;ob.;wyższe szkoły techniczne
2240000000;ogółem;2013;4;ob.;wyższe szkoły techniczne
2240000000;ogółem;2014;4;ob.;wyższe szkoły techniczne
2240000000;ogółem;2015;4;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2010;12;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2011;12;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2012;11;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2013;10;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2014;10;ob.;wyższe szkoły techniczne
2240000000;jednostki zamiejscowe;2015;7;ob.;wyższe szkoły techniczne
2240000000;studenci;2010;50486;osoba;wyższe szkoły techniczne
2240000000;studenci;2011;50464;osoba;wyższe szkoły techniczne
2240000000;studenci;2012;49793;osoba;wyższe szkoły techniczne
2240000000;studenci;2013;46616;osoba;wyższe szkoły techniczne
2240000000;studenci;2014;43433;osoba;wyższe szkoły techniczne
2240000000;studenci;2015;39310;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2010;11571;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2011;13136;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2012;12854;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2013;12485;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2014;12416;osoba;wyższe szkoły techniczne
2240000000;absolwenci;2015;12302;osoba;wyższe szkoły techniczne
2240000000;ogółem;2010;0;ob.;wyższe szkoły rolnicze
2240000000;ogółem;2011;0;ob.;wyższe szkoły rolnicze
2240000000;ogółem;2012;0;ob.;wyższe szkoły rolnicze
2240000000;ogółem;2013;0;ob.;wyższe szkoły rolnicze
2240000000;ogółem;2014;0;ob.;wyższe szkoły rolnicze
2240000000;ogółem;2015;0;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2010;1;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2011;1;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2012;1;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2013;1;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2014;1;ob.;wyższe szkoły rolnicze
2240000000;jednostki zamiejscowe;2015;1;ob.;wyższe szkoły rolnicze
2240000000;studenci;2010;72;osoba;wyższe szkoły rolnicze
2240000000;studenci;2011;63;osoba;wyższe szkoły rolnicze
2240000000;studenci;2012;41;osoba;wyższe szkoły rolnicze
2240000000;studenci;2013;25;osoba;wyższe szkoły rolnicze
2240000000;studenci;2014;12;osoba;wyższe szkoły rolnicze
2240000000;studenci;2015;0;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2010;12;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2011;24;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2012;10;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2013;17;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2014;8;osoba;wyższe szkoły rolnicze
2240000000;absolwenci;2015;14;osoba;wyższe szkoły rolnicze
2240000000;ogółem;2010;14;ob.;wyższe szkoły ekonomiczne
2240000000;ogółem;2011;14;ob.;wyższe szkoły ekonomiczne
2240000000;ogółem;2012;14;ob.;wyższe szkoły ekonomiczne
2240000000;ogółem;2013;13;ob.;wyższe szkoły ekonomiczne
2240000000;ogółem;2014;13;ob.;wyższe szkoły ekonomiczne
2240000000;ogółem;2015;12;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2010;14;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2011;22;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2012;20;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2013;17;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2014;16;ob.;wyższe szkoły ekonomiczne
2240000000;jednostki zamiejscowe;2015;14;ob.;wyższe szkoły ekonomiczne
2240000000;studenci;2010;52048;osoba;wyższe szkoły ekonomiczne
2240000000;studenci;2011;46708;osoba;wyższe szkoły ekonomiczne
2240000000;studenci;2012;40206;osoba;wyższe szkoły ekonomiczne
2240000000;studenci;2013;34591;osoba;wyższe szkoły ekonomiczne
2240000000;studenci;2014;31044;osoba;wyższe szkoły ekonomiczne
2240000000;studenci;2015;29324;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2010;16389;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2011;16339;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2012;15187;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2013;13538;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2014;11791;osoba;wyższe szkoły ekonomiczne
2240000000;absolwenci;2015;10025;osoba;wyższe szkoły ekonomiczne
2240000000;ogółem;2010;2;ob.;wyższe szkoły pedagogiczne
2240000000;ogółem;2011;2;ob.;wyższe szkoły pedagogiczne
2240000000;ogółem;2012;2;ob.;wyższe szkoły pedagogiczne
2240000000;ogółem;2013;2;ob.;wyższe szkoły pedagogiczne
2240000000;ogółem;2014;2;ob.;wyższe szkoły pedagogiczne
2240000000;ogółem;2015;2;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2010;1;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2011;1;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2012;1;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2013;1;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2014;1;ob.;wyższe szkoły pedagogiczne
2240000000;jednostki zamiejscowe;2015;2;ob.;wyższe szkoły pedagogiczne
2240000000;studenci;2010;11330;osoba;wyższe szkoły pedagogiczne
2240000000;studenci;2011;10020;osoba;wyższe szkoły pedagogiczne
2240000000;studenci;2012;8639;osoba;wyższe szkoły pedagogiczne
2240000000;studenci;2013;7638;osoba;wyższe szkoły pedagogiczne
2240000000;studenci;2014;6478;osoba;wyższe szkoły pedagogiczne
2240000000;studenci;2015;5813;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2010;4104;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2011;3643;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2012;3579;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2013;2804;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2014;2667;osoba;wyższe szkoły pedagogiczne
2240000000;absolwenci;2015;2144;osoba;wyższe szkoły pedagogiczne
2240000000;ogółem;2010;0;ob.;wyższe szkoły morskie
2240000000;ogółem;2011;0;ob.;wyższe szkoły morskie
2240000000;ogółem;2012;0;ob.;wyższe szkoły morskie
2240000000;ogółem;2013;0;ob.;wyższe szkoły morskie
2240000000;ogółem;2014;0;ob.;wyższe szkoły morskie
2240000000;ogółem;2015;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły morskie
2240000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły morskie
2240000000;studenci;2010;0;osoba;wyższe szkoły morskie
2240000000;studenci;2011;0;osoba;wyższe szkoły morskie
2240000000;studenci;2012;0;osoba;wyższe szkoły morskie
2240000000;studenci;2013;0;osoba;wyższe szkoły morskie
2240000000;studenci;2014;0;osoba;wyższe szkoły morskie
2240000000;studenci;2015;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2010;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2011;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2012;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2013;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2014;0;osoba;wyższe szkoły morskie
2240000000;absolwenci;2015;0;osoba;wyższe szkoły morskie
2240000000;ogółem;2010;1;ob.;uniwersytety medyczne
2240000000;ogółem;2011;1;ob.;uniwersytety medyczne
2240000000;ogółem;2012;1;ob.;uniwersytety medyczne
2240000000;ogółem;2013;1;ob.;uniwersytety medyczne
2240000000;ogółem;2014;1;ob.;uniwersytety medyczne
2240000000;ogółem;2015;1;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2010;0;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2011;0;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2012;0;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2013;0;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2014;0;ob.;uniwersytety medyczne
2240000000;jednostki zamiejscowe;2015;0;ob.;uniwersytety medyczne
2240000000;studenci;2010;8464;osoba;uniwersytety medyczne
2240000000;studenci;2011;8660;osoba;uniwersytety medyczne
2240000000;studenci;2012;8946;osoba;uniwersytety medyczne
2240000000;studenci;2013;9209;osoba;uniwersytety medyczne
2240000000;studenci;2014;9249;osoba;uniwersytety medyczne
2240000000;studenci;2015;9631;osoba;uniwersytety medyczne
2240000000;absolwenci;2010;1749;osoba;uniwersytety medyczne
2240000000;absolwenci;2011;1973;osoba;uniwersytety medyczne
2240000000;absolwenci;2012;2050;osoba;uniwersytety medyczne
2240000000;absolwenci;2013;1948;osoba;uniwersytety medyczne
2240000000;absolwenci;2014;2197;osoba;uniwersytety medyczne
2240000000;absolwenci;2015;1930;osoba;uniwersytety medyczne
2240000000;ogółem;2010;1;ob.;akademie wychowania fizycznego
2240000000;ogółem;2011;1;ob.;akademie wychowania fizycznego
2240000000;ogółem;2012;1;ob.;akademie wychowania fizycznego
2240000000;ogółem;2013;1;ob.;akademie wychowania fizycznego
2240000000;ogółem;2014;1;ob.;akademie wychowania fizycznego
2240000000;ogółem;2015;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2010;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2011;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2012;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2013;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2014;1;ob.;akademie wychowania fizycznego
2240000000;jednostki zamiejscowe;2015;1;ob.;akademie wychowania fizycznego
2240000000;studenci;2010;5104;osoba;akademie wychowania fizycznego
2240000000;studenci;2011;5150;osoba;akademie wychowania fizycznego
2240000000;studenci;2012;4861;osoba;akademie wychowania fizycznego
2240000000;studenci;2013;4432;osoba;akademie wychowania fizycznego
2240000000;studenci;2014;4188;osoba;akademie wychowania fizycznego
2240000000;studenci;2015;4702;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2010;1366;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2011;1490;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2012;1492;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2013;1501;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2014;1501;osoba;akademie wychowania fizycznego
2240000000;absolwenci;2015;1008;osoba;akademie wychowania fizycznego
2240000000;ogółem;2010;2;ob.;wyższe szkoły artystyczne
2240000000;ogółem;2011;2;ob.;wyższe szkoły artystyczne
2240000000;ogółem;2012;2;ob.;wyższe szkoły artystyczne
2240000000;ogółem;2013;2;ob.;wyższe szkoły artystyczne
2240000000;ogółem;2014;2;ob.;wyższe szkoły artystyczne
2240000000;ogółem;2015;2;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2010;1;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2011;1;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2012;1;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2013;1;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2014;1;ob.;wyższe szkoły artystyczne
2240000000;jednostki zamiejscowe;2015;1;ob.;wyższe szkoły artystyczne
2240000000;studenci;2010;1505;osoba;wyższe szkoły artystyczne
2240000000;studenci;2011;1596;osoba;wyższe szkoły artystyczne
2240000000;studenci;2012;1640;osoba;wyższe szkoły artystyczne
2240000000;studenci;2013;1616;osoba;wyższe szkoły artystyczne
2240000000;studenci;2014;1619;osoba;wyższe szkoły artystyczne
2240000000;studenci;2015;1580;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2010;375;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2011;398;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2012;443;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2013;464;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2014;436;osoba;wyższe szkoły artystyczne
2240000000;absolwenci;2015;471;osoba;wyższe szkoły artystyczne
2240000000;ogółem;2010;1;ob.;wyższe szkoły teologiczne
2240000000;ogółem;2011;1;ob.;wyższe szkoły teologiczne
2240000000;ogółem;2012;1;ob.;wyższe szkoły teologiczne
2240000000;ogółem;2013;0;ob.;wyższe szkoły teologiczne
2240000000;ogółem;2014;1;ob.;wyższe szkoły teologiczne
2240000000;ogółem;2015;1;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły teologiczne
2240000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły teologiczne
2240000000;studenci;2010;77;osoba;wyższe szkoły teologiczne
2240000000;studenci;2011;66;osoba;wyższe szkoły teologiczne
2240000000;studenci;2012;25;osoba;wyższe szkoły teologiczne
2240000000;studenci;2013;0;osoba;wyższe szkoły teologiczne
2240000000;studenci;2014;20;osoba;wyższe szkoły teologiczne
2240000000;studenci;2015;13;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2010;31;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2011;21;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2012;5;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2013;0;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2014;6;osoba;wyższe szkoły teologiczne
2240000000;absolwenci;2015;2;osoba;wyższe szkoły teologiczne
2240000000;ogółem;2010;19;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2011;19;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2012;19;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2013;17;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2014;16;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2015;14;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2010;5;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2011;5;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2012;4;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2013;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2014;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;jednostki zamiejscowe;2015;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2010;19917;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2011;17369;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2012;15369;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2013;13510;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2014;13390;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;studenci;2015;11598;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2010;4872;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2011;6552;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2012;5642;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2013;4978;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2014;3880;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;absolwenci;2015;4477;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
2240000000;ogółem;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;ogółem;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;studenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
2240000000;absolwenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3060000000;ogółem;2010;18;ob.;szkoły wyższe ogółem
3060000000;ogółem;2011;18;ob.;szkoły wyższe ogółem
3060000000;ogółem;2012;19;ob.;szkoły wyższe ogółem
3060000000;ogółem;2013;19;ob.;szkoły wyższe ogółem
3060000000;ogółem;2014;18;ob.;szkoły wyższe ogółem
3060000000;ogółem;2015;18;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2010;13;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2011;11;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2012;10;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2013;9;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2014;9;ob.;szkoły wyższe ogółem
3060000000;jednostki zamiejscowe;2015;7;ob.;szkoły wyższe ogółem
3060000000;studenci;2010;101540;osoba;szkoły wyższe ogółem
3060000000;studenci;2011;96187;osoba;szkoły wyższe ogółem
3060000000;studenci;2012;93145;osoba;szkoły wyższe ogółem
3060000000;studenci;2013;85876;osoba;szkoły wyższe ogółem
3060000000;studenci;2014;82000;osoba;szkoły wyższe ogółem
3060000000;studenci;2015;78386;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2010;29584;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2011;30087;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2012;28455;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2013;27326;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2014;24446;osoba;szkoły wyższe ogółem
3060000000;absolwenci;2015;22700;osoba;szkoły wyższe ogółem
3060000000;ogółem;2010;2;ob.;uniwersytety
3060000000;ogółem;2011;2;ob.;uniwersytety
3060000000;ogółem;2012;2;ob.;uniwersytety
3060000000;ogółem;2013;2;ob.;uniwersytety
3060000000;ogółem;2014;2;ob.;uniwersytety
3060000000;ogółem;2015;2;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2010;4;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2011;4;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2012;4;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2013;4;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2014;4;ob.;uniwersytety
3060000000;jednostki zamiejscowe;2015;3;ob.;uniwersytety
3060000000;studenci;2010;41273;osoba;uniwersytety
3060000000;studenci;2011;38904;osoba;uniwersytety
3060000000;studenci;2012;37087;osoba;uniwersytety
3060000000;studenci;2013;33920;osoba;uniwersytety
3060000000;studenci;2014;33216;osoba;uniwersytety
3060000000;studenci;2015;32656;osoba;uniwersytety
3060000000;absolwenci;2010;14581;osoba;uniwersytety
3060000000;absolwenci;2011;13421;osoba;uniwersytety
3060000000;absolwenci;2012;12716;osoba;uniwersytety
3060000000;absolwenci;2013;11606;osoba;uniwersytety
3060000000;absolwenci;2014;10444;osoba;uniwersytety
3060000000;absolwenci;2015;9532;osoba;uniwersytety
3060000000;ogółem;2010;1;ob.;wyższe szkoły techniczne
3060000000;ogółem;2011;1;ob.;wyższe szkoły techniczne
3060000000;ogółem;2012;1;ob.;wyższe szkoły techniczne
3060000000;ogółem;2013;1;ob.;wyższe szkoły techniczne
3060000000;ogółem;2014;1;ob.;wyższe szkoły techniczne
3060000000;ogółem;2015;1;ob.;wyższe szkoły techniczne
