Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary
3180000000;mieszkania na 1000 zawartych małżeństw;2003;926;-
3180000000;mieszkania na 1000 zawartych małżeństw;2004;409;-
3180000000;mieszkania na 1000 zawartych małżeństw;2005;346;-
3180000000;mieszkania na 1000 zawartych małżeństw;2006;367;-
3180000000;mieszkania na 1000 zawartych małżeństw;2007;388;-
3180000000;mieszkania na 1000 zawartych małżeństw;2008;407;-
3180000000;mieszkania na 1000 zawartych małżeństw;2009;391;-
3180000000;mieszkania na 1000 zawartych małżeństw;2010;376;-
3180000000;mieszkania na 1000 zawartych małżeństw;2011;462;-
3180000000;mieszkania na 1000 zawartych małżeństw;2012;550;-
3180000000;mieszkania na 1000 zawartych małżeństw;2013;581;-
3180000000;mieszkania na 1000 zawartych małżeństw;2014;570;-
3180000000;mieszkania na 1000 zawartych małżeństw;2015;704;-
3180000000;mieszkania na 10 tys. ludności;2002;19,29;-
3180000000;mieszkania na 10 tys. ludności;2003;50,81;-
3180000000;mieszkania na 10 tys. ludności;2004;21,79;-
3180000000;mieszkania na 10 tys. ludności;2005;19,45;-
3180000000;mieszkania na 10 tys. ludności;2006;22,18;-
3180000000;mieszkania na 10 tys. ludności;2007;25,44;-
3180000000;mieszkania na 10 tys. ludności;2008;26,92;-
3180000000;mieszkania na 10 tys. ludności;2009;26,02;-
3180000000;mieszkania na 10 tys. ludności;2010;23,34;-
3180000000;mieszkania na 10 tys. ludności;2011;26,77;-
3180000000;mieszkania na 10 tys. ludności;2012;30,65;-
3180000000;mieszkania na 10 tys. ludności;2013;29,11;-
3180000000;mieszkania na 10 tys. ludności;2014;30,24;-
3180000000;mieszkania na 10 tys. ludności;2015;35,91;-
3180000000;izby w mieszkaniach na 1000 ludności;2002;10,15;-
3180000000;izby w mieszkaniach na 1000 ludności;2003;28,23;-
3180000000;izby w mieszkaniach na 1000 ludności;2004;12,1;-
3180000000;izby w mieszkaniach na 1000 ludności;2005;10,51;-
3180000000;izby w mieszkaniach na 1000 ludności;2006;11,63;-
3180000000;izby w mieszkaniach na 1000 ludności;2007;14,01;-
3180000000;izby w mieszkaniach na 1000 ludności;2008;14,15;-
3180000000;izby w mieszkaniach na 1000 ludności;2009;12,82;-
3180000000;izby w mieszkaniach na 1000 ludności;2010;11,85;-
3180000000;izby w mieszkaniach na 1000 ludności;2011;13,41;-
3180000000;izby w mieszkaniach na 1000 ludności;2012;14,88;-
3180000000;izby w mieszkaniach na 1000 ludności;2013;14,77;-
3180000000;izby w mieszkaniach na 1000 ludności;2014;15,24;-
3180000000;izby w mieszkaniach na 1000 ludności;2015;16,77;-
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;120,3;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;126,8;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;126,3;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;125,3;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;119,2;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;126,1;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;122,7;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;114,1;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;118,5;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;117,8;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;113,5;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;119;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;116,6;m2
3180000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;108,4;m2
3200000000;mieszkania na 1000 ludności;2002;2,16;-
3200000000;mieszkania na 1000 ludności;2003;3,49;-
3200000000;mieszkania na 1000 ludności;2004;2,8;-
3200000000;mieszkania na 1000 ludności;2005;2,63;-
3200000000;mieszkania na 1000 ludności;2006;2,54;-
3200000000;mieszkania na 1000 ludności;2007;3,31;-
3200000000;mieszkania na 1000 ludności;2008;4,17;-
3200000000;mieszkania na 1000 ludności;2009;3,55;-
3200000000;mieszkania na 1000 ludności;2010;3,59;-
3200000000;mieszkania na 1000 ludności;2011;3,69;-
3200000000;mieszkania na 1000 ludności;2012;3,77;-
3200000000;mieszkania na 1000 ludności;2013;3,5;-
3200000000;mieszkania na 1000 ludności;2014;3,52;-
3200000000;mieszkania na 1000 ludności;2015;4;-
3200000000;mieszkania na 1000 zawartych małżeństw;2002;434;-
3200000000;mieszkania na 1000 zawartych małżeństw;2003;685;-
3200000000;mieszkania na 1000 zawartych małżeństw;2004;551;-
3200000000;mieszkania na 1000 zawartych małżeństw;2005;487;-
3200000000;mieszkania na 1000 zawartych małżeństw;2006;442;-
3200000000;mieszkania na 1000 zawartych małżeństw;2007;536;-
3200000000;mieszkania na 1000 zawartych małżeństw;2008;634;-
3200000000;mieszkania na 1000 zawartych małżeństw;2009;559;-
3200000000;mieszkania na 1000 zawartych małżeństw;2010;618;-
3200000000;mieszkania na 1000 zawartych małżeństw;2011;705;-
3200000000;mieszkania na 1000 zawartych małżeństw;2012;707;-
3200000000;mieszkania na 1000 zawartych małżeństw;2013;738;-
3200000000;mieszkania na 1000 zawartych małżeństw;2014;684;-
3200000000;mieszkania na 1000 zawartych małżeństw;2015;786;-
3200000000;mieszkania na 10 tys. ludności;2002;21,61;-
3200000000;mieszkania na 10 tys. ludności;2003;34,87;-
3200000000;mieszkania na 10 tys. ludności;2004;28,05;-
3200000000;mieszkania na 10 tys. ludności;2005;26,34;-
3200000000;mieszkania na 10 tys. ludności;2006;25,35;-
3200000000;mieszkania na 10 tys. ludności;2007;33,12;-
3200000000;mieszkania na 10 tys. ludności;2008;41,72;-
3200000000;mieszkania na 10 tys. ludności;2009;35,45;-
3200000000;mieszkania na 10 tys. ludności;2010;35,92;-
3200000000;mieszkania na 10 tys. ludności;2011;36,93;-
3200000000;mieszkania na 10 tys. ludności;2012;37,72;-
3200000000;mieszkania na 10 tys. ludności;2013;34,95;-
3200000000;mieszkania na 10 tys. ludności;2014;35,17;-
3200000000;mieszkania na 10 tys. ludności;2015;40,01;-
3200000000;izby w mieszkaniach na 1000 ludności;2002;9,88;-
3200000000;izby w mieszkaniach na 1000 ludności;2003;16,17;-
3200000000;izby w mieszkaniach na 1000 ludności;2004;12,33;-
3200000000;izby w mieszkaniach na 1000 ludności;2005;11,67;-
3200000000;izby w mieszkaniach na 1000 ludności;2006;11,3;-
3200000000;izby w mieszkaniach na 1000 ludności;2007;14,56;-
3200000000;izby w mieszkaniach na 1000 ludności;2008;19,2;-
3200000000;izby w mieszkaniach na 1000 ludności;2009;14,54;-
3200000000;izby w mieszkaniach na 1000 ludności;2010;15,28;-
3200000000;izby w mieszkaniach na 1000 ludności;2011;16,01;-
3200000000;izby w mieszkaniach na 1000 ludności;2012;15,97;-
3200000000;izby w mieszkaniach na 1000 ludności;2013;14,73;-
3200000000;izby w mieszkaniach na 1000 ludności;2014;15,45;-
3200000000;izby w mieszkaniach na 1000 ludności;2015;16,75;-
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;106,7;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;111,6;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;106,2;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;110,4;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;110,8;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;108,9;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;111,1;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;95,2;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;100,3;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;103,2;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;103,2;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;100;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;106,1;m2
3200000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;100,5;m2
3260000000;mieszkania na 1000 ludności;2002;2,12;-
3260000000;mieszkania na 1000 ludności;2003;3,46;-
3260000000;mieszkania na 1000 ludności;2004;1,53;-
3260000000;mieszkania na 1000 ludności;2005;1,65;-
3260000000;mieszkania na 1000 ludności;2006;1,26;-
3260000000;mieszkania na 1000 ludności;2007;1,78;-
3260000000;mieszkania na 1000 ludności;2008;2,09;-
3260000000;mieszkania na 1000 ludności;2009;1,49;-
3260000000;mieszkania na 1000 ludności;2010;1,77;-
3260000000;mieszkania na 1000 ludności;2011;2,32;-
3260000000;mieszkania na 1000 ludności;2012;2,43;-
3260000000;mieszkania na 1000 ludności;2013;2,26;-
3260000000;mieszkania na 1000 ludności;2014;2,79;-
3260000000;mieszkania na 1000 ludności;2015;2,71;-
3260000000;mieszkania na 1000 zawartych małżeństw;2002;386;-
3260000000;mieszkania na 1000 zawartych małżeństw;2003;642;-
3260000000;mieszkania na 1000 zawartych małżeństw;2004;288;-
3260000000;mieszkania na 1000 zawartych małżeństw;2005;296;-
3260000000;mieszkania na 1000 zawartych małżeństw;2006;205;-
3260000000;mieszkania na 1000 zawartych małżeństw;2007;268;-
3260000000;mieszkania na 1000 zawartych małżeństw;2008;311;-
3260000000;mieszkania na 1000 zawartych małżeństw;2009;228;-
3260000000;mieszkania na 1000 zawartych małżeństw;2010;291;-
3260000000;mieszkania na 1000 zawartych małżeństw;2011;431;-
3260000000;mieszkania na 1000 zawartych małżeństw;2012;454;-
3260000000;mieszkania na 1000 zawartych małżeństw;2013;491;-
3260000000;mieszkania na 1000 zawartych małżeństw;2014;584;-
3260000000;mieszkania na 1000 zawartych małżeństw;2015;579;-
3260000000;mieszkania na 10 tys. ludności;2002;21,22;-
3260000000;mieszkania na 10 tys. ludności;2003;34,64;-
3260000000;mieszkania na 10 tys. ludności;2004;15,33;-
3260000000;mieszkania na 10 tys. ludności;2005;16,49;-
3260000000;mieszkania na 10 tys. ludności;2006;12,59;-
3260000000;mieszkania na 10 tys. ludności;2007;17,84;-
3260000000;mieszkania na 10 tys. ludności;2008;20,95;-
3260000000;mieszkania na 10 tys. ludności;2009;14,89;-
3260000000;mieszkania na 10 tys. ludności;2010;17,72;-
3260000000;mieszkania na 10 tys. ludności;2011;23,16;-
3260000000;mieszkania na 10 tys. ludności;2012;24,28;-
3260000000;mieszkania na 10 tys. ludności;2013;22,58;-
3260000000;mieszkania na 10 tys. ludności;2014;27,92;-
3260000000;mieszkania na 10 tys. ludności;2015;27,06;-
3260000000;izby w mieszkaniach na 1000 ludności;2002;10,51;-
3260000000;izby w mieszkaniach na 1000 ludności;2003;18,88;-
3260000000;izby w mieszkaniach na 1000 ludności;2004;7,9;-
3260000000;izby w mieszkaniach na 1000 ludności;2005;7,66;-
3260000000;izby w mieszkaniach na 1000 ludności;2006;6,66;-
3260000000;izby w mieszkaniach na 1000 ludności;2007;9,22;-
3260000000;izby w mieszkaniach na 1000 ludności;2008;10,79;-
3260000000;izby w mieszkaniach na 1000 ludności;2009;7,24;-
3260000000;izby w mieszkaniach na 1000 ludności;2010;8,33;-
3260000000;izby w mieszkaniach na 1000 ludności;2011;11,13;-
3260000000;izby w mieszkaniach na 1000 ludności;2012;11,59;-
3260000000;izby w mieszkaniach na 1000 ludności;2013;11,43;-
3260000000;izby w mieszkaniach na 1000 ludności;2014;12,82;-
3260000000;izby w mieszkaniach na 1000 ludności;2015;12,89;-
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;118,1;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;131,6;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;117,1;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;104,4;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;119,2;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;114,4;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;116,3;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;113,3;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;107,1;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;108,2;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;110,5;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;119,4;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;102,9;m2
3260000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;109,1;m2
4080000000;mieszkania na 1000 ludności;2002;2,36;-
4080000000;mieszkania na 1000 ludności;2003;3,81;-
4080000000;mieszkania na 1000 ludności;2004;2,55;-
4080000000;mieszkania na 1000 ludności;2005;3,26;-
4080000000;mieszkania na 1000 ludności;2006;2,89;-
4080000000;mieszkania na 1000 ludności;2007;3,2;-
4080000000;mieszkania na 1000 ludności;2008;4,22;-
4080000000;mieszkania na 1000 ludności;2009;3,69;-
4080000000;mieszkania na 1000 ludności;2010;3,24;-
4080000000;mieszkania na 1000 ludności;2011;3,24;-
4080000000;mieszkania na 1000 ludności;2012;3,1;-
4080000000;mieszkania na 1000 ludności;2013;3,09;-
4080000000;mieszkania na 1000 ludności;2014;3,29;-
4080000000;mieszkania na 1000 ludności;2015;3,17;-
4080000000;mieszkania na 1000 zawartych małżeństw;2002;536;-
4080000000;mieszkania na 1000 zawartych małżeństw;2003;842;-
4080000000;mieszkania na 1000 zawartych małżeństw;2004;578;-
4080000000;mieszkania na 1000 zawartych małżeństw;2005;669;-
4080000000;mieszkania na 1000 zawartych małżeństw;2006;497;-
4080000000;mieszkania na 1000 zawartych małżeństw;2007;487;-
4080000000;mieszkania na 1000 zawartych małżeństw;2008;609;-
4080000000;mieszkania na 1000 zawartych małżeństw;2009;563;-
4080000000;mieszkania na 1000 zawartych małżeństw;2010;559;-
4080000000;mieszkania na 1000 zawartych małżeństw;2011;638;-
4080000000;mieszkania na 1000 zawartych małżeństw;2012;583;-
4080000000;mieszkania na 1000 zawartych małżeństw;2013;667;-
4080000000;mieszkania na 1000 zawartych małżeństw;2014;688;-
4080000000;mieszkania na 1000 zawartych małżeństw;2015;641;-
4080000000;mieszkania na 10 tys. ludności;2002;23,59;-
4080000000;mieszkania na 10 tys. ludności;2003;38,09;-
4080000000;mieszkania na 10 tys. ludności;2004;25,47;-
4080000000;mieszkania na 10 tys. ludności;2005;32,63;-
4080000000;mieszkania na 10 tys. ludności;2006;28,94;-
4080000000;mieszkania na 10 tys. ludności;2007;32,05;-
4080000000;mieszkania na 10 tys. ludności;2008;42,17;-
4080000000;mieszkania na 10 tys. ludności;2009;36,91;-
4080000000;mieszkania na 10 tys. ludności;2010;32,39;-
4080000000;mieszkania na 10 tys. ludności;2011;32,43;-
4080000000;mieszkania na 10 tys. ludności;2012;30,97;-
4080000000;mieszkania na 10 tys. ludności;2013;30,92;-
4080000000;mieszkania na 10 tys. ludności;2014;32,87;-
4080000000;mieszkania na 10 tys. ludności;2015;31,71;-
4080000000;izby w mieszkaniach na 1000 ludności;2002;9,96;-
4080000000;izby w mieszkaniach na 1000 ludności;2003;17,09;-
4080000000;izby w mieszkaniach na 1000 ludności;2004;12,6;-
4080000000;izby w mieszkaniach na 1000 ludności;2005;14,31;-
4080000000;izby w mieszkaniach na 1000 ludności;2006;12,65;-
4080000000;izby w mieszkaniach na 1000 ludności;2007;13,92;-
4080000000;izby w mieszkaniach na 1000 ludności;2008;17,71;-
4080000000;izby w mieszkaniach na 1000 ludności;2009;15,99;-
4080000000;izby w mieszkaniach na 1000 ludności;2010;13,86;-
4080000000;izby w mieszkaniach na 1000 ludności;2011;13,84;-
4080000000;izby w mieszkaniach na 1000 ludności;2012;13,9;-
4080000000;izby w mieszkaniach na 1000 ludności;2013;13,44;-
4080000000;izby w mieszkaniach na 1000 ludności;2014;13,38;-
4080000000;izby w mieszkaniach na 1000 ludności;2015;13,43;-
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;94,3;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;106,7;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;116,6;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;98,4;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;100,1;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;103,2;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;97,4;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;99;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;100,3;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;98;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;104,1;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;101,4;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;92,6;m2
4080000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;95,4;m2
4300000000;mieszkania na 1000 ludności;2002;2,79;-
4300000000;mieszkania na 1000 ludności;2003;3,79;-
4300000000;mieszkania na 1000 ludności;2004;3,3;-
4300000000;mieszkania na 1000 ludności;2005;3,54;-
4300000000;mieszkania na 1000 ludności;2006;3,13;-
4300000000;mieszkania na 1000 ludności;2007;4,21;-
4300000000;mieszkania na 1000 ludności;2008;4,82;-
4300000000;mieszkania na 1000 ludności;2009;4,2;-
4300000000;mieszkania na 1000 ludności;2010;3,92;-
4300000000;mieszkania na 1000 ludności;2011;4;-
4300000000;mieszkania na 1000 ludności;2012;4,28;-
4300000000;mieszkania na 1000 ludności;2013;3,92;-
4300000000;mieszkania na 1000 ludności;2014;4,22;-
4300000000;mieszkania na 1000 ludności;2015;4,63;-
4300000000;mieszkania na 1000 zawartych małżeństw;2002;537;-
4300000000;mieszkania na 1000 zawartych małżeństw;2003;713;-
4300000000;mieszkania na 1000 zawartych małżeństw;2004;654;-
4300000000;mieszkania na 1000 zawartych małżeństw;2005;629;-
4300000000;mieszkania na 1000 zawartych małżeństw;2006;509;-
4300000000;mieszkania na 1000 zawartych małżeństw;2007;603;-
4300000000;mieszkania na 1000 zawartych małżeństw;2008;663;-
4300000000;mieszkania na 1000 zawartych małżeństw;2009;606;-
4300000000;mieszkania na 1000 zawartych małżeństw;2010;637;-
4300000000;mieszkania na 1000 zawartych małżeństw;2011;716;-
4300000000;mieszkania na 1000 zawartych małżeństw;2012;775;-
4300000000;mieszkania na 1000 zawartych małżeństw;2013;811;-
4300000000;mieszkania na 1000 zawartych małżeństw;2014;839;-
4300000000;mieszkania na 1000 zawartych małżeństw;2015;911;-
4300000000;mieszkania na 10 tys. ludności;2002;27,91;-
4300000000;mieszkania na 10 tys. ludności;2003;37,91;-
4300000000;mieszkania na 10 tys. ludności;2004;33;-
4300000000;mieszkania na 10 tys. ludności;2005;35,37;-
4300000000;mieszkania na 10 tys. ludności;2006;31,26;-
4300000000;mieszkania na 10 tys. ludności;2007;42,06;-
4300000000;mieszkania na 10 tys. ludności;2008;48,2;-
4300000000;mieszkania na 10 tys. ludności;2009;41,97;-
4300000000;mieszkania na 10 tys. ludności;2010;39,21;-
4300000000;mieszkania na 10 tys. ludności;2011;40,01;-
4300000000;mieszkania na 10 tys. ludności;2012;42,82;-
4300000000;mieszkania na 10 tys. ludności;2013;39,24;-
4300000000;mieszkania na 10 tys. ludności;2014;42,19;-
4300000000;mieszkania na 10 tys. ludności;2015;46,25;-
4300000000;izby w mieszkaniach na 1000 ludności;2002;11,9;-
4300000000;izby w mieszkaniach na 1000 ludności;2003;18,77;-
4300000000;izby w mieszkaniach na 1000 ludności;2004;15,3;-
4300000000;izby w mieszkaniach na 1000 ludności;2005;16,05;-
4300000000;izby w mieszkaniach na 1000 ludności;2006;14,26;-
4300000000;izby w mieszkaniach na 1000 ludności;2007;18,77;-
4300000000;izby w mieszkaniach na 1000 ludności;2008;21,57;-
4300000000;izby w mieszkaniach na 1000 ludności;2009;18,51;-
4300000000;izby w mieszkaniach na 1000 ludności;2010;17,65;-
4300000000;izby w mieszkaniach na 1000 ludności;2011;17,36;-
4300000000;izby w mieszkaniach na 1000 ludności;2012;18,62;-
4300000000;izby w mieszkaniach na 1000 ludności;2013;17,52;-
4300000000;izby w mieszkaniach na 1000 ludności;2014;17,86;-
4300000000;izby w mieszkaniach na 1000 ludności;2015;19,28;-
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;101,2;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;121;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;112,7;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;113;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;111,1;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;109,1;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;111,8;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;108,3;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;111,4;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;107,3;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;108,1;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;112,6;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;103,3;m2
4300000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;102,9;m2
4320000000;mieszkania na 1000 ludności;2002;2,71;-
4320000000;mieszkania na 1000 ludności;2003;3,3;-
4320000000;mieszkania na 1000 ludności;2004;3,12;-
4320000000;mieszkania na 1000 ludności;2005;3,17;-
4320000000;mieszkania na 1000 ludności;2006;3,02;-
4320000000;mieszkania na 1000 ludności;2007;3,84;-
4320000000;mieszkania na 1000 ludności;2008;4,12;-
4320000000;mieszkania na 1000 ludności;2009;4,57;-
4320000000;mieszkania na 1000 ludności;2010;3,56;-
4320000000;mieszkania na 1000 ludności;2011;3,46;-
4320000000;mieszkania na 1000 ludności;2012;4,11;-
4320000000;mieszkania na 1000 ludności;2013;3,2;-
4320000000;mieszkania na 1000 ludności;2014;3,15;-
4320000000;mieszkania na 1000 ludności;2015;3,08;-
4320000000;mieszkania na 1000 zawartych małżeństw;2002;599;-
4320000000;mieszkania na 1000 zawartych małżeństw;2003;723;-
4320000000;mieszkania na 1000 zawartych małżeństw;2004;715;-
4320000000;mieszkania na 1000 zawartych małżeństw;2005;636;-
4320000000;mieszkania na 1000 zawartych małżeństw;2006;523;-
4320000000;mieszkania na 1000 zawartych małżeństw;2007;596;-
4320000000;mieszkania na 1000 zawartych małżeństw;2008;602;-
4320000000;mieszkania na 1000 zawartych małżeństw;2009;700;-
4320000000;mieszkania na 1000 zawartych małżeństw;2010;644;-
4320000000;mieszkania na 1000 zawartych małżeństw;2011;693;-
4320000000;mieszkania na 1000 zawartych małżeństw;2012;827;-
4320000000;mieszkania na 1000 zawartych małżeństw;2013;712;-
4320000000;mieszkania na 1000 zawartych małżeństw;2014;662;-
4320000000;mieszkania na 1000 zawartych małżeństw;2015;633;-
4320000000;mieszkania na 10 tys. ludności;2002;27,11;-
4320000000;mieszkania na 10 tys. ludności;2003;33,01;-
4320000000;mieszkania na 10 tys. ludności;2004;31,22;-
4320000000;mieszkania na 10 tys. ludności;2005;31,71;-
4320000000;mieszkania na 10 tys. ludności;2006;30,22;-
4320000000;mieszkania na 10 tys. ludności;2007;38,37;-
4320000000;mieszkania na 10 tys. ludności;2008;41,18;-
4320000000;mieszkania na 10 tys. ludności;2009;45,7;-
4320000000;mieszkania na 10 tys. ludności;2010;35,58;-
4320000000;mieszkania na 10 tys. ludności;2011;34,62;-
4320000000;mieszkania na 10 tys. ludności;2012;41,11;-
4320000000;mieszkania na 10 tys. ludności;2013;32,01;-
4320000000;mieszkania na 10 tys. ludności;2014;31,53;-
4320000000;mieszkania na 10 tys. ludności;2015;30,79;-
4320000000;izby w mieszkaniach na 1000 ludności;2002;10,56;-
4320000000;izby w mieszkaniach na 1000 ludności;2003;13,58;-
4320000000;izby w mieszkaniach na 1000 ludności;2004;13;-
4320000000;izby w mieszkaniach na 1000 ludności;2005;13,74;-
4320000000;izby w mieszkaniach na 1000 ludności;2006;11,75;-
4320000000;izby w mieszkaniach na 1000 ludności;2007;14,83;-
4320000000;izby w mieszkaniach na 1000 ludności;2008;15,58;-
4320000000;izby w mieszkaniach na 1000 ludności;2009;17,08;-
4320000000;izby w mieszkaniach na 1000 ludności;2010;14,41;-
4320000000;izby w mieszkaniach na 1000 ludności;2011;14;-
4320000000;izby w mieszkaniach na 1000 ludności;2012;16,03;-
4320000000;izby w mieszkaniach na 1000 ludności;2013;13,36;-
4320000000;izby w mieszkaniach na 1000 ludności;2014;12,28;-
4320000000;izby w mieszkaniach na 1000 ludności;2015;12,35;-
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;91,9;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;102,5;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;98,3;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;105,1;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;98,6;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;93,9;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;96,4;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;91,1;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;97,2;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;96,9;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;94;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;103,2;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;95,8;m2
4320000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;96,4;m2
5020000000;mieszkania na 1000 ludności;2002;2,45;-
5020000000;mieszkania na 1000 ludności;2003;3,64;-
5020000000;mieszkania na 1000 ludności;2004;2,24;-
5020000000;mieszkania na 1000 ludności;2005;2,38;-
5020000000;mieszkania na 1000 ludności;2006;3,18;-
5020000000;mieszkania na 1000 ludności;2007;3,15;-
5020000000;mieszkania na 1000 ludności;2008;4,34;-
5020000000;mieszkania na 1000 ludności;2009;4,92;-
5020000000;mieszkania na 1000 ludności;2010;4,37;-
5020000000;mieszkania na 1000 ludności;2011;3,62;-
5020000000;mieszkania na 1000 ludności;2012;5,15;-
5020000000;mieszkania na 1000 ludności;2013;5,65;-
5020000000;mieszkania na 1000 ludności;2014;4,8;-
5020000000;mieszkania na 1000 ludności;2015;4,83;-
5020000000;mieszkania na 1000 zawartych małżeństw;2002;522;-
5020000000;mieszkania na 1000 zawartych małżeństw;2003;758;-
5020000000;mieszkania na 1000 zawartych małżeństw;2004;474;-
5020000000;mieszkania na 1000 zawartych małżeństw;2005;455;-
5020000000;mieszkania na 1000 zawartych małżeństw;2006;555;-
5020000000;mieszkania na 1000 zawartych małżeństw;2007;488;-
5020000000;mieszkania na 1000 zawartych małżeństw;2008;655;-
5020000000;mieszkania na 1000 zawartych małżeństw;2009;785;-
5020000000;mieszkania na 1000 zawartych małżeństw;2010;778;-
5020000000;mieszkania na 1000 zawartych małżeństw;2011;698;-
