Kod;Wyszczególnienie;Rok;Wartosc;Jednostka miary
2120000000;ogółem, Polska = 100;2014;8,5;%
2120000000;ogółem, Polska = 100;2015;8,7;%
2120000000;o charakterze kryminalnym;2002;;-
2120000000;o charakterze kryminalnym;2003;;-
2120000000;o charakterze kryminalnym;2004;;-
2120000000;o charakterze kryminalnym;2005;;-
2120000000;o charakterze kryminalnym;2006;;-
2120000000;o charakterze kryminalnym;2007;64116;-
2120000000;o charakterze kryminalnym;2008;59630;-
2120000000;o charakterze kryminalnym;2009;62488;-
2120000000;o charakterze kryminalnym;2010;68200;-
2120000000;o charakterze kryminalnym;2011;72693;-
2120000000;o charakterze kryminalnym;2012;72561;-
2120000000;o charakterze kryminalnym;2013;62677;-
2120000000;o charakterze kryminalnym;2014;51429;-
2120000000;o charakterze kryminalnym;2015;45155;-
2120000000;o charakterze gospodarczym;2002;;-
2120000000;o charakterze gospodarczym;2003;;-
2120000000;o charakterze gospodarczym;2004;;-
2120000000;o charakterze gospodarczym;2005;;-
2120000000;o charakterze gospodarczym;2006;;-
2120000000;o charakterze gospodarczym;2007;9829;-
2120000000;o charakterze gospodarczym;2008;10007;-
2120000000;o charakterze gospodarczym;2009;11824;-
2120000000;o charakterze gospodarczym;2010;12691;-
2120000000;o charakterze gospodarczym;2011;11378;-
2120000000;o charakterze gospodarczym;2012;11896;-
2120000000;o charakterze gospodarczym;2013;12434;-
2120000000;o charakterze gospodarczym;2014;13625;-
2120000000;o charakterze gospodarczym;2015;15417;-
2120000000;przeciwko życiu i zdrowiu;2002;2490;-
2120000000;przeciwko życiu i zdrowiu;2003;2508;-
2120000000;przeciwko życiu i zdrowiu;2004;2508;-
2120000000;przeciwko życiu i zdrowiu;2005;2215;-
2120000000;przeciwko życiu i zdrowiu;2006;2240;-
2120000000;przeciwko życiu i zdrowiu;2007;2468;-
2120000000;przeciwko życiu i zdrowiu;2008;2322;-
2120000000;przeciwko życiu i zdrowiu;2009;2496;-
2120000000;przeciwko życiu i zdrowiu;2010;2303;-
2120000000;przeciwko życiu i zdrowiu;2011;2028;-
2120000000;przeciwko życiu i zdrowiu;2012;1979;-
2120000000;przeciwko życiu i zdrowiu;2013;1773;-
2120000000;przeciwko życiu i zdrowiu;2014;1608;-
2120000000;przeciwko życiu i zdrowiu;2015;1191;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;2694;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;3604;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;3546;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;3375;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;3703;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;3562;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;3686;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;4009;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;4302;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;3688;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;3012;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;3129;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;2773;-
2120000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;2337;-
2120000000;przeciwko rodzinie i opiece;2002;3181;-
2120000000;przeciwko rodzinie i opiece;2003;3215;-
2120000000;przeciwko rodzinie i opiece;2004;3032;-
2120000000;przeciwko rodzinie i opiece;2005;2373;-
2120000000;przeciwko rodzinie i opiece;2006;2442;-
2120000000;przeciwko rodzinie i opiece;2007;2702;-
2120000000;przeciwko rodzinie i opiece;2008;2491;-
2120000000;przeciwko rodzinie i opiece;2009;2751;-
2120000000;przeciwko rodzinie i opiece;2010;2620;-
2120000000;przeciwko rodzinie i opiece;2011;2422;-
2120000000;przeciwko rodzinie i opiece;2012;2218;-
2120000000;przeciwko rodzinie i opiece;2013;2533;-
2120000000;przeciwko rodzinie i opiece;2014;2693;-
2120000000;przeciwko rodzinie i opiece;2015;2038;-
2120000000;przeciwko mieniu;2002;70734;-
2120000000;przeciwko mieniu;2003;89718;-
2120000000;przeciwko mieniu;2004;82209;-
2120000000;przeciwko mieniu;2005;68889;-
2120000000;przeciwko mieniu;2006;58204;-
2120000000;przeciwko mieniu;2007;48278;-
2120000000;przeciwko mieniu;2008;44163;-
2120000000;przeciwko mieniu;2009;47333;-
2120000000;przeciwko mieniu;2010;50674;-
2120000000;przeciwko mieniu;2011;55296;-
2120000000;przeciwko mieniu;2012;50038;-
2120000000;przeciwko mieniu;2013;45474;-
2120000000;przeciwko mieniu;2014;38955;-
2120000000;przeciwko mieniu;2015;34866;-
2120000000;drogowe;2002;8675;-
2120000000;drogowe;2003;9031;-
2120000000;drogowe;2004;9884;-
2120000000;drogowe;2005;10219;-
2120000000;drogowe;2006;11231;-
2120000000;drogowe;2007;9793;-
2120000000;drogowe;2008;9839;-
2120000000;drogowe;2009;10330;-
2120000000;drogowe;2010;9407;-
2120000000;drogowe;2011;9220;-
2120000000;drogowe;2012;9647;-
2120000000;drogowe;2013;9240;-
2120000000;drogowe;2014;6309;-
2120000000;drogowe;2015;5591;-
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;48;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;52,7;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;52,6;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;53,7;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;58,7;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;58,1;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;61,5;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;63,9;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;66,1;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;68,1;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;72,2;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;63,6;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;63,9;%
2120000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;67,1;%
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;35,3;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;32,33;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;26,57;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;25,12;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;26,79;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;28,31;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;29,47;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;28,93;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;25,78;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;21,9;-
2120000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
2240000000;ogółem;2002;182623;-
2240000000;ogółem;2003;192702;-
2240000000;ogółem;2004;202189;-
2240000000;ogółem;2005;193415;-
2240000000;ogółem;2006;183620;-
2240000000;ogółem;2007;164685;-
2240000000;ogółem;2008;153214;-
2240000000;ogółem;2009;157522;-
2240000000;ogółem;2010;169024;-
2240000000;ogółem;2011;172073;-
2240000000;ogółem;2012;167573;-
2240000000;ogółem;2013;158520;-
2240000000;ogółem;2014;131368;-
2240000000;ogółem;2015;117163;-
2240000000;ogółem, Polska = 100;2002;;%
2240000000;ogółem, Polska = 100;2003;;%
2240000000;ogółem, Polska = 100;2004;;%
2240000000;ogółem, Polska = 100;2005;14;%
2240000000;ogółem, Polska = 100;2006;14,3;%
2240000000;ogółem, Polska = 100;2007;14,3;%
2240000000;ogółem, Polska = 100;2008;14,2;%
2240000000;ogółem, Polska = 100;2009;13,9;%
2240000000;ogółem, Polska = 100;2010;14,8;%
2240000000;ogółem, Polska = 100;2011;14,8;%
2240000000;ogółem, Polska = 100;2012;15;%
2240000000;ogółem, Polska = 100;2013;14,9;%
2240000000;ogółem, Polska = 100;2014;15,1;%
2240000000;ogółem, Polska = 100;2015;14,6;%
2240000000;o charakterze kryminalnym;2002;;-
2240000000;o charakterze kryminalnym;2003;;-
2240000000;o charakterze kryminalnym;2004;;-
2240000000;o charakterze kryminalnym;2005;;-
2240000000;o charakterze kryminalnym;2006;;-
2240000000;o charakterze kryminalnym;2007;124700;-
2240000000;o charakterze kryminalnym;2008;113914;-
2240000000;o charakterze kryminalnym;2009;117557;-
2240000000;o charakterze kryminalnym;2010;120831;-
2240000000;o charakterze kryminalnym;2011;123660;-
2240000000;o charakterze kryminalnym;2012;118852;-
2240000000;o charakterze kryminalnym;2013;109331;-
2240000000;o charakterze kryminalnym;2014;83362;-
2240000000;o charakterze kryminalnym;2015;72213;-
2240000000;o charakterze gospodarczym;2002;;-
2240000000;o charakterze gospodarczym;2003;;-
2240000000;o charakterze gospodarczym;2004;;-
2240000000;o charakterze gospodarczym;2005;;-
2240000000;o charakterze gospodarczym;2006;;-
2240000000;o charakterze gospodarczym;2007;17878;-
2240000000;o charakterze gospodarczym;2008;19079;-
2240000000;o charakterze gospodarczym;2009;19481;-
2240000000;o charakterze gospodarczym;2010;27730;-
2240000000;o charakterze gospodarczym;2011;27321;-
2240000000;o charakterze gospodarczym;2012;29194;-
2240000000;o charakterze gospodarczym;2013;32578;-
2240000000;o charakterze gospodarczym;2014;33679;-
2240000000;o charakterze gospodarczym;2015;31653;-
2240000000;przeciwko życiu i zdrowiu;2002;4698;-
2240000000;przeciwko życiu i zdrowiu;2003;4429;-
2240000000;przeciwko życiu i zdrowiu;2004;4684;-
2240000000;przeciwko życiu i zdrowiu;2005;4635;-
2240000000;przeciwko życiu i zdrowiu;2006;5245;-
2240000000;przeciwko życiu i zdrowiu;2007;5247;-
2240000000;przeciwko życiu i zdrowiu;2008;5554;-
2240000000;przeciwko życiu i zdrowiu;2009;5050;-
2240000000;przeciwko życiu i zdrowiu;2010;4742;-
2240000000;przeciwko życiu i zdrowiu;2011;5728;-
2240000000;przeciwko życiu i zdrowiu;2012;5285;-
2240000000;przeciwko życiu i zdrowiu;2013;4375;-
2240000000;przeciwko życiu i zdrowiu;2014;3192;-
2240000000;przeciwko życiu i zdrowiu;2015;2787;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;5662;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;6572;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;6781;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;6912;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;7598;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;7300;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;6768;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;6670;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;6563;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;6998;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;8859;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;5964;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;4489;-
2240000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;4008;-
2240000000;przeciwko rodzinie i opiece;2002;7256;-
2240000000;przeciwko rodzinie i opiece;2003;7452;-
2240000000;przeciwko rodzinie i opiece;2004;6256;-
2240000000;przeciwko rodzinie i opiece;2005;5052;-
2240000000;przeciwko rodzinie i opiece;2006;5840;-
2240000000;przeciwko rodzinie i opiece;2007;6239;-
2240000000;przeciwko rodzinie i opiece;2008;5495;-
2240000000;przeciwko rodzinie i opiece;2009;6853;-
2240000000;przeciwko rodzinie i opiece;2010;6893;-
2240000000;przeciwko rodzinie i opiece;2011;6911;-
2240000000;przeciwko rodzinie i opiece;2012;5031;-
2240000000;przeciwko rodzinie i opiece;2013;5853;-
2240000000;przeciwko rodzinie i opiece;2014;5282;-
2240000000;przeciwko rodzinie i opiece;2015;4228;-
2240000000;przeciwko mieniu;2002;129198;-
2240000000;przeciwko mieniu;2003;136932;-
2240000000;przeciwko mieniu;2004;136367;-
2240000000;przeciwko mieniu;2005;126215;-
2240000000;przeciwko mieniu;2006;113230;-
2240000000;przeciwko mieniu;2007;99070;-
2240000000;przeciwko mieniu;2008;91633;-
2240000000;przeciwko mieniu;2009;93888;-
2240000000;przeciwko mieniu;2010;98361;-
2240000000;przeciwko mieniu;2011;99884;-
2240000000;przeciwko mieniu;2012;93454;-
2240000000;przeciwko mieniu;2013;87045;-
2240000000;przeciwko mieniu;2014;68679;-
2240000000;przeciwko mieniu;2015;64665;-
2240000000;drogowe;2002;12266;-
2240000000;drogowe;2003;13131;-
2240000000;drogowe;2004;14991;-
2240000000;drogowe;2005;19380;-
2240000000;drogowe;2006;18164;-
2240000000;drogowe;2007;15295;-
2240000000;drogowe;2008;14682;-
2240000000;drogowe;2009;14934;-
2240000000;drogowe;2010;14645;-
2240000000;drogowe;2011;14682;-
2240000000;drogowe;2012;13366;-
2240000000;drogowe;2013;12512;-
2240000000;drogowe;2014;10469;-
2240000000;drogowe;2015;9242;-
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;45,9;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;46;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;49,1;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;52,6;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;56;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;58,4;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;60;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;60,6;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;63,6;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;64,4;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;66,3;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;67,7;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;68,7;%
2240000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;68,4;%
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;41,21;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;39,26;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;35,32;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;32,96;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;33,93;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;36,45;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;37,16;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;36,27;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;34,41;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;28,6;-
2240000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
3060000000;ogółem;2002;65757;-
3060000000;ogółem;2003;64659;-
3060000000;ogółem;2004;64136;-
3060000000;ogółem;2005;61358;-
3060000000;ogółem;2006;57329;-
3060000000;ogółem;2007;51222;-
3060000000;ogółem;2008;50032;-
3060000000;ogółem;2009;48307;-
3060000000;ogółem;2010;47783;-
3060000000;ogółem;2011;51471;-
3060000000;ogółem;2012;48921;-
3060000000;ogółem;2013;44684;-
3060000000;ogółem;2014;36886;-
3060000000;ogółem;2015;32981;-
3060000000;ogółem, Polska = 100;2002;;%
3060000000;ogółem, Polska = 100;2003;;%
3060000000;ogółem, Polska = 100;2004;;%
3060000000;ogółem, Polska = 100;2005;4,4;%
3060000000;ogółem, Polska = 100;2006;4,5;%
3060000000;ogółem, Polska = 100;2007;4,4;%
3060000000;ogółem, Polska = 100;2008;4,6;%
3060000000;ogółem, Polska = 100;2009;4,3;%
3060000000;ogółem, Polska = 100;2010;4,2;%
3060000000;ogółem, Polska = 100;2011;4,4;%
3060000000;ogółem, Polska = 100;2012;4,4;%
3060000000;ogółem, Polska = 100;2013;4,2;%
3060000000;ogółem, Polska = 100;2014;4,3;%
3060000000;ogółem, Polska = 100;2015;4,1;%
3060000000;o charakterze kryminalnym;2002;;-
3060000000;o charakterze kryminalnym;2003;;-
3060000000;o charakterze kryminalnym;2004;;-
3060000000;o charakterze kryminalnym;2005;;-
3060000000;o charakterze kryminalnym;2006;;-
3060000000;o charakterze kryminalnym;2007;34050;-
3060000000;o charakterze kryminalnym;2008;31963;-
3060000000;o charakterze kryminalnym;2009;31104;-
3060000000;o charakterze kryminalnym;2010;30463;-
3060000000;o charakterze kryminalnym;2011;32307;-
3060000000;o charakterze kryminalnym;2012;31798;-
3060000000;o charakterze kryminalnym;2013;28891;-
3060000000;o charakterze kryminalnym;2014;23515;-
3060000000;o charakterze kryminalnym;2015;20248;-
3060000000;o charakterze gospodarczym;2002;;-
3060000000;o charakterze gospodarczym;2003;;-
3060000000;o charakterze gospodarczym;2004;;-
3060000000;o charakterze gospodarczym;2005;;-
3060000000;o charakterze gospodarczym;2006;;-
3060000000;o charakterze gospodarczym;2007;5616;-
3060000000;o charakterze gospodarczym;2008;6190;-
3060000000;o charakterze gospodarczym;2009;4854;-
3060000000;o charakterze gospodarczym;2010;4523;-
3060000000;o charakterze gospodarczym;2011;5614;-
3060000000;o charakterze gospodarczym;2012;4700;-
3060000000;o charakterze gospodarczym;2013;4732;-
3060000000;o charakterze gospodarczym;2014;6360;-
3060000000;o charakterze gospodarczym;2015;6254;-
3060000000;przeciwko życiu i zdrowiu;2002;1896;-
3060000000;przeciwko życiu i zdrowiu;2003;1871;-
3060000000;przeciwko życiu i zdrowiu;2004;1771;-
3060000000;przeciwko życiu i zdrowiu;2005;1752;-
3060000000;przeciwko życiu i zdrowiu;2006;1763;-
3060000000;przeciwko życiu i zdrowiu;2007;1804;-
3060000000;przeciwko życiu i zdrowiu;2008;1729;-
3060000000;przeciwko życiu i zdrowiu;2009;1604;-
3060000000;przeciwko życiu i zdrowiu;2010;1458;-
3060000000;przeciwko życiu i zdrowiu;2011;1541;-
3060000000;przeciwko życiu i zdrowiu;2012;1419;-
3060000000;przeciwko życiu i zdrowiu;2013;1334;-
3060000000;przeciwko życiu i zdrowiu;2014;1141;-
3060000000;przeciwko życiu i zdrowiu;2015;882;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;1940;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;2107;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;2271;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;2406;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;2282;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;2219;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;2137;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;1849;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;1797;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;1815;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;1920;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;1672;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;1554;-
3060000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;1396;-
3060000000;przeciwko rodzinie i opiece;2002;3716;-
3060000000;przeciwko rodzinie i opiece;2003;3756;-
3060000000;przeciwko rodzinie i opiece;2004;3182;-
3060000000;przeciwko rodzinie i opiece;2005;2847;-
3060000000;przeciwko rodzinie i opiece;2006;2893;-
3060000000;przeciwko rodzinie i opiece;2007;3015;-
3060000000;przeciwko rodzinie i opiece;2008;2643;-
3060000000;przeciwko rodzinie i opiece;2009;3086;-
3060000000;przeciwko rodzinie i opiece;2010;3149;-
3060000000;przeciwko rodzinie i opiece;2011;3132;-
3060000000;przeciwko rodzinie i opiece;2012;2857;-
3060000000;przeciwko rodzinie i opiece;2013;2912;-
3060000000;przeciwko rodzinie i opiece;2014;2856;-
3060000000;przeciwko rodzinie i opiece;2015;2210;-
3060000000;przeciwko mieniu;2002;32087;-
3060000000;przeciwko mieniu;2003;31883;-
3060000000;przeciwko mieniu;2004;33406;-
3060000000;przeciwko mieniu;2005;30519;-
3060000000;przeciwko mieniu;2006;28079;-
3060000000;przeciwko mieniu;2007;25552;-
3060000000;przeciwko mieniu;2008;24470;-
3060000000;przeciwko mieniu;2009;22119;-
3060000000;przeciwko mieniu;2010;21394;-
3060000000;przeciwko mieniu;2011;23814;-
3060000000;przeciwko mieniu;2012;22117;-
3060000000;przeciwko mieniu;2013;20313;-
3060000000;przeciwko mieniu;2014;17277;-
3060000000;przeciwko mieniu;2015;15320;-
3060000000;drogowe;2002;15561;-
3060000000;drogowe;2003;14855;-
3060000000;drogowe;2004;13519;-
3060000000;drogowe;2005;13889;-
3060000000;drogowe;2006;12186;-
3060000000;drogowe;2007;9010;-
3060000000;drogowe;2008;9554;-
3060000000;drogowe;2009;10011;-
3060000000;drogowe;2010;10173;-
3060000000;drogowe;2011;10815;-
3060000000;drogowe;2012;10341;-
3060000000;drogowe;2013;9285;-
3060000000;drogowe;2014;5263;-
3060000000;drogowe;2015;4724;-
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;66,8;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;66,1;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;64,8;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;66,6;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;68,6;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;68,9;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;69,9;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;70,1;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;72,5;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;73,9;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;73,1;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;70,9;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;72,2;%
3060000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;71;%
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;28,12;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;26,36;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;23,62;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;23,13;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;22,37;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;21,9;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;23,67;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;22,56;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;20,68;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;17,14;-
3060000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
3180000000;ogółem;2002;49881;-
3180000000;ogółem;2003;50324;-
3180000000;ogółem;2004;48360;-
3180000000;ogółem;2005;43909;-
3180000000;ogółem;2006;41356;-
3180000000;ogółem;2007;37864;-
3180000000;ogółem;2008;38043;-
3180000000;ogółem;2009;38702;-
3180000000;ogółem;2010;36885;-
3180000000;ogółem;2011;38790;-
3180000000;ogółem;2012;38152;-
3180000000;ogółem;2013;35681;-
3180000000;ogółem;2014;27908;-
3180000000;ogółem;2015;27487;-
3180000000;ogółem, Polska = 100;2002;;%
3180000000;ogółem, Polska = 100;2003;;%
3180000000;ogółem, Polska = 100;2004;;%
3180000000;ogółem, Polska = 100;2005;3,2;%
3180000000;ogółem, Polska = 100;2006;3,2;%
3180000000;ogółem, Polska = 100;2007;3,3;%
3180000000;ogółem, Polska = 100;2008;3,5;%
3180000000;ogółem, Polska = 100;2009;3,4;%
3180000000;ogółem, Polska = 100;2010;3,2;%
3180000000;ogółem, Polska = 100;2011;3,3;%
3180000000;ogółem, Polska = 100;2012;3,4;%
3180000000;ogółem, Polska = 100;2013;3,4;%
3180000000;ogółem, Polska = 100;2014;3,2;%
3180000000;ogółem, Polska = 100;2015;3,4;%
3180000000;o charakterze kryminalnym;2002;;-
3180000000;o charakterze kryminalnym;2003;;-
