Kod;Zdawalność;Rok;Wartosc;Jednostka miary;Rodzaje egzaminów
2120000000;ogółem;2010;;%;w części humanistycznej język polski
2120000000;ogółem;2011;;%;w części humanistycznej język polski
2120000000;ogółem;2012;69;%;w części humanistycznej język polski
2120000000;ogółem;2013;64;%;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2012;106,15;-;w części humanistycznej język polski
2120000000;w stosunku do średniej krajowej;2013;103,23;-;w części humanistycznej język polski
2120000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2012;63;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2013;60;%;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2012;103,28;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;w stosunku do średniej krajowej;2013;103,45;-;w części humanistycznej historia i wiedza o społeczeństwie
2120000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2012;50;%;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2013;51;%;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2012;106,38;-;w części matematyczno-przyrodniczej matematyka
2120000000;w stosunku do średniej krajowej;2013;106,25;-;w części matematyczno-przyrodniczej matematyka
2120000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2012;51;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;ogółem;2013;63;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2012;102;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2120000000;w stosunku do średniej krajowej;2013;106,78;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2005;67,13;%;w części humanistycznej
2240000000;ogółem;2006;63,42;%;w części humanistycznej
2240000000;ogółem;2007;63,61;%;w części humanistycznej
2240000000;ogółem;2008;62,28;%;w części humanistycznej
2240000000;ogółem;2009;63,96;%;w części humanistycznej
2240000000;ogółem;2010;61,76;%;w części humanistycznej
2240000000;ogółem;2011;50,82;%;w części humanistycznej
2240000000;ogółem;2012;;%;w części humanistycznej
2240000000;ogółem;2013;;%;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2005;101,16;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2006;101,02;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2007;101,05;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2008;101,28;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2009;100,98;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2010;101,78;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2011;100,4;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
2240000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
2240000000;ogółem;2005;47,7;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2006;47,71;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2007;50,03;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2008;53,92;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2009;51,68;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2010;47,3;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2011;46,88;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
2240000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2005;98,33;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2006;99,83;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2007;98,83;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2008;99,58;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2009;99,27;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2010;98,95;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2011;99,2;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
2240000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
2240000000;ogółem;2005;;%;w części humanistycznej język polski
2240000000;ogółem;2006;;%;w części humanistycznej język polski
2240000000;ogółem;2007;;%;w części humanistycznej język polski
2240000000;ogółem;2008;;%;w części humanistycznej język polski
2240000000;ogółem;2009;;%;w części humanistycznej język polski
2240000000;ogółem;2010;;%;w części humanistycznej język polski
2240000000;ogółem;2011;;%;w części humanistycznej język polski
2240000000;ogółem;2012;66;%;w części humanistycznej język polski
2240000000;ogółem;2013;62;%;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2012;101,54;-;w części humanistycznej język polski
2240000000;w stosunku do średniej krajowej;2013;100;-;w części humanistycznej język polski
2240000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2012;61;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2013;58;%;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2012;100;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;w stosunku do średniej krajowej;2013;100;-;w części humanistycznej historia i wiedza o społeczeństwie
2240000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2012;47;%;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2013;47;%;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2012;100;-;w części matematyczno-przyrodniczej matematyka
2240000000;w stosunku do średniej krajowej;2013;97,92;-;w części matematyczno-przyrodniczej matematyka
2240000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2012;50;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;ogółem;2013;59;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2012;100;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
2240000000;w stosunku do średniej krajowej;2013;100;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2005;66,95;%;w części humanistycznej
3060000000;ogółem;2006;64,36;%;w części humanistycznej
3060000000;ogółem;2007;64,37;%;w części humanistycznej
3060000000;ogółem;2008;63,24;%;w części humanistycznej
3060000000;ogółem;2009;63,92;%;w części humanistycznej
3060000000;ogółem;2010;62,42;%;w części humanistycznej
3060000000;ogółem;2011;52,76;%;w części humanistycznej
3060000000;ogółem;2012;;%;w części humanistycznej
3060000000;ogółem;2013;;%;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2005;100,89;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2006;102,52;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2007;102,26;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2008;102,85;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2009;100,92;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2010;102,87;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2011;104,23;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
3060000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
3060000000;ogółem;2005;48,58;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2006;47,28;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2007;50,38;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2008;54,16;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2009;51,34;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2010;47,7;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2011;47,5;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
3060000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2005;100,14;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2006;98,93;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2007;99,53;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2008;100,02;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2009;98,62;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2010;99,79;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2011;100,51;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
3060000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
3060000000;ogółem;2005;;%;w części humanistycznej język polski
3060000000;ogółem;2006;;%;w części humanistycznej język polski
3060000000;ogółem;2007;;%;w części humanistycznej język polski
3060000000;ogółem;2008;;%;w części humanistycznej język polski
3060000000;ogółem;2009;;%;w części humanistycznej język polski
3060000000;ogółem;2010;;%;w części humanistycznej język polski
3060000000;ogółem;2011;;%;w części humanistycznej język polski
3060000000;ogółem;2012;67;%;w części humanistycznej język polski
3060000000;ogółem;2013;63;%;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2012;103,08;-;w części humanistycznej język polski
3060000000;w stosunku do średniej krajowej;2013;101,61;-;w części humanistycznej język polski
3060000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2012;61;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2013;58;%;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2012;100;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;w stosunku do średniej krajowej;2013;100;-;w części humanistycznej historia i wiedza o społeczeństwie
3060000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2012;47;%;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2013;48;%;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2012;100;-;w części matematyczno-przyrodniczej matematyka
3060000000;w stosunku do średniej krajowej;2013;100;-;w części matematyczno-przyrodniczej matematyka
3060000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2012;50;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;ogółem;2013;60;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2012;100;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3060000000;w stosunku do średniej krajowej;2013;101,69;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2005;67,04;%;w części humanistycznej
3180000000;ogółem;2006;64,19;%;w części humanistycznej
3180000000;ogółem;2007;64,04;%;w części humanistycznej
3180000000;ogółem;2008;63,15;%;w części humanistycznej
3180000000;ogółem;2009;64,86;%;w części humanistycznej
3180000000;ogółem;2010;62,62;%;w części humanistycznej
3180000000;ogółem;2011;53,98;%;w części humanistycznej
3180000000;ogółem;2012;;%;w części humanistycznej
3180000000;ogółem;2013;;%;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2005;101,02;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2006;102,25;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2007;101,73;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2008;102,7;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2009;102,4;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2010;103,2;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2011;106,64;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
3180000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
3180000000;ogółem;2005;48,4;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2006;47,14;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2007;50,36;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2008;54,52;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2009;52,66;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2010;48,56;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2011;48,78;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
3180000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2005;99,77;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2006;98,64;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2007;99,49;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2008;100,68;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2009;101,15;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2010;101,59;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2011;103,22;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
3180000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
3180000000;ogółem;2005;;%;w części humanistycznej język polski
3180000000;ogółem;2006;;%;w części humanistycznej język polski
3180000000;ogółem;2007;;%;w części humanistycznej język polski
3180000000;ogółem;2008;;%;w części humanistycznej język polski
3180000000;ogółem;2009;;%;w części humanistycznej język polski
3180000000;ogółem;2010;;%;w części humanistycznej język polski
3180000000;ogółem;2011;;%;w części humanistycznej język polski
3180000000;ogółem;2012;67;%;w części humanistycznej język polski
3180000000;ogółem;2013;63;%;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2012;103,08;-;w części humanistycznej język polski
3180000000;w stosunku do średniej krajowej;2013;101,61;-;w części humanistycznej język polski
3180000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2012;62;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2013;59;%;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
