Kod;Rodzaje chorób i zatruć;Rok;Wartosc;Jednostka miary
2240000000;wirusowe zapalenie wątroby typu A;2014;9;osoba
2240000000;wirusowe zapalenie wątroby typu A;2015;7;osoba
2240000000;różyczka;2005;1049;osoba
2240000000;różyczka;2006;1796;osoba
2240000000;różyczka;2007;5889;osoba
2240000000;różyczka;2008;903;osoba
2240000000;różyczka;2009;648;osoba
2240000000;różyczka;2010;444;osoba
2240000000;różyczka;2011;322;osoba
2240000000;różyczka;2012;1005;osoba
2240000000;różyczka;2013;3587;osoba
2240000000;różyczka;2014;1218;osoba
2240000000;różyczka;2015;232;osoba
2240000000;AIDS;2005;15;osoba
2240000000;AIDS;2006;20;osoba
2240000000;AIDS;2007;10;osoba
2240000000;AIDS;2008;16;osoba
2240000000;AIDS;2009;2;osoba
2240000000;AIDS;2010;17;osoba
2240000000;AIDS;2011;12;osoba
2240000000;AIDS;2012;23;osoba
2240000000;AIDS;2013;21;osoba
2240000000;AIDS;2014;18;osoba
2240000000;AIDS;2015;14;osoba
2240000000;salmonellozy;2005;1259;osoba
2240000000;salmonellozy;2006;1161;osoba
2240000000;salmonellozy;2007;853;osoba
2240000000;salmonellozy;2008;833;osoba
2240000000;salmonellozy;2009;675;osoba
2240000000;salmonellozy;2010;856;osoba
2240000000;salmonellozy;2011;633;osoba
2240000000;salmonellozy;2012;534;osoba
2240000000;salmonellozy;2013;529;osoba
2240000000;salmonellozy;2014;678;osoba
2240000000;salmonellozy;2015;755;osoba
2240000000;czerwonka bakteryjna;2005;3;osoba
2240000000;czerwonka bakteryjna;2006;1;osoba
2240000000;czerwonka bakteryjna;2007;2;osoba
2240000000;czerwonka bakteryjna;2008;3;osoba
2240000000;czerwonka bakteryjna;2009;5;osoba
2240000000;czerwonka bakteryjna;2010;1;osoba
2240000000;czerwonka bakteryjna;2011;7;osoba
2240000000;czerwonka bakteryjna;2012;2;osoba
2240000000;czerwonka bakteryjna;2013;1;osoba
2240000000;czerwonka bakteryjna;2014;4;osoba
2240000000;czerwonka bakteryjna;2015;3;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2005;817;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2006;936;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2007;822;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2008;814;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2009;535;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2010;742;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2011;944;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2012;820;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2013;733;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2014;635;osoba
2240000000;inne bakteryjne zatrucia pokarmowe;2015;571;osoba
2240000000;biegunki u dzieci do lat 2;2005;1995;osoba
2240000000;biegunki u dzieci do lat 2;2006;2527;osoba
2240000000;biegunki u dzieci do lat 2;2007;2621;osoba
2240000000;biegunki u dzieci do lat 2;2008;3404;osoba
2240000000;biegunki u dzieci do lat 2;2009;3149;osoba
2240000000;biegunki u dzieci do lat 2;2010;3465;osoba
2240000000;biegunki u dzieci do lat 2;2011;3756;osoba
2240000000;biegunki u dzieci do lat 2;2012;3626;osoba
2240000000;biegunki u dzieci do lat 2;2013;3703;osoba
2240000000;biegunki u dzieci do lat 2;2014;4012;osoba
2240000000;biegunki u dzieci do lat 2;2015;4234;osoba
2240000000;szkarlatyna (płonnica);2005;1245;osoba
2240000000;szkarlatyna (płonnica);2006;1416;osoba
2240000000;szkarlatyna (płonnica);2007;2063;osoba
2240000000;szkarlatyna (płonnica);2008;2033;osoba
2240000000;szkarlatyna (płonnica);2009;2528;osoba
2240000000;szkarlatyna (płonnica);2010;2149;osoba
2240000000;szkarlatyna (płonnica);2011;3148;osoba
2240000000;szkarlatyna (płonnica);2012;4328;osoba
2240000000;szkarlatyna (płonnica);2013;3139;osoba
2240000000;szkarlatyna (płonnica);2014;2919;osoba
2240000000;szkarlatyna (płonnica);2015;3833;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;131;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;102;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;143;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;113;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;110;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;104;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;117;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;127;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;105;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;91;osoba
2240000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;96;osoba
2240000000;wirusowe zapalenie opon mózgowych;2005;63;osoba
2240000000;wirusowe zapalenie opon mózgowych;2006;65;osoba
2240000000;wirusowe zapalenie opon mózgowych;2007;86;osoba
2240000000;wirusowe zapalenie opon mózgowych;2008;73;osoba
2240000000;wirusowe zapalenie opon mózgowych;2009;54;osoba
2240000000;wirusowe zapalenie opon mózgowych;2010;65;osoba
2240000000;wirusowe zapalenie opon mózgowych;2011;44;osoba
2240000000;wirusowe zapalenie opon mózgowych;2012;67;osoba
2240000000;wirusowe zapalenie opon mózgowych;2013;58;osoba
2240000000;wirusowe zapalenie opon mózgowych;2014;74;osoba
2240000000;wirusowe zapalenie opon mózgowych;2015;46;osoba
2240000000;wirusowe zapalenie mózgu;2005;19;osoba
2240000000;wirusowe zapalenie mózgu;2006;38;osoba
2240000000;wirusowe zapalenie mózgu;2007;38;osoba
2240000000;wirusowe zapalenie mózgu;2008;15;osoba
2240000000;wirusowe zapalenie mózgu;2009;14;osoba
2240000000;wirusowe zapalenie mózgu;2010;16;osoba
2240000000;wirusowe zapalenie mózgu;2011;22;osoba
2240000000;wirusowe zapalenie mózgu;2012;22;osoba
2240000000;wirusowe zapalenie mózgu;2013;25;osoba
2240000000;wirusowe zapalenie mózgu;2014;19;osoba
2240000000;wirusowe zapalenie mózgu;2015;16;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2005;9837;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2006;1387;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2007;424;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2008;453;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2009;421;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2010;411;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2011;376;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2012;386;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2013;327;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2014;352;osoba
2240000000;zapalenie przyusznicy nagminne (świnka);2015;302;osoba
2240000000;włośnica;2005;0;osoba
2240000000;włośnica;2006;0;osoba
2240000000;włośnica;2007;0;osoba
2240000000;włośnica;2008;0;osoba
2240000000;włośnica;2009;0;osoba
2240000000;włośnica;2010;0;osoba
2240000000;włośnica;2011;0;osoba
2240000000;włośnica;2012;0;osoba
2240000000;włośnica;2013;0;osoba
2240000000;włośnica;2014;0;osoba
2240000000;włośnica;2015;0;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2005;124486;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2006;27337;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2007;33862;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2008;31162;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2009;101979;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2010;41862;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2011;100255;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2012;104732;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2013;221067;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2014;221825;osoba
2240000000;grypa i podejrzenia zachorowań na grypę;2015;286144;osoba
2240000000;szczepieni przeciw wściekliźnie;2005;721;osoba
2240000000;szczepieni przeciw wściekliźnie;2006;705;osoba
2240000000;szczepieni przeciw wściekliźnie;2007;629;osoba
2240000000;szczepieni przeciw wściekliźnie;2008;636;osoba
2240000000;szczepieni przeciw wściekliźnie;2009;588;osoba
2240000000;szczepieni przeciw wściekliźnie;2010;641;osoba
2240000000;szczepieni przeciw wściekliźnie;2011;635;osoba
2240000000;szczepieni przeciw wściekliźnie;2012;662;osoba
2240000000;szczepieni przeciw wściekliźnie;2013;644;osoba
2240000000;szczepieni przeciw wściekliźnie;2014;777;osoba
2240000000;szczepieni przeciw wściekliźnie;2015;729;osoba
3060000000;tężec;2005;1;osoba
3060000000;tężec;2006;0;osoba
3060000000;tężec;2007;2;osoba
3060000000;tężec;2008;1;osoba
3060000000;tężec;2009;1;osoba
3060000000;tężec;2010;1;osoba
3060000000;tężec;2011;0;osoba
3060000000;tężec;2012;0;osoba
3060000000;tężec;2013;1;osoba
3060000000;tężec;2014;0;osoba
3060000000;tężec;2015;0;osoba
3060000000;krztusiec;2005;37;osoba
3060000000;krztusiec;2006;14;osoba
3060000000;krztusiec;2007;17;osoba
3060000000;krztusiec;2008;17;osoba
3060000000;krztusiec;2009;15;osoba
3060000000;krztusiec;2010;3;osoba
3060000000;krztusiec;2011;26;osoba
3060000000;krztusiec;2012;123;osoba
3060000000;krztusiec;2013;21;osoba
3060000000;krztusiec;2014;17;osoba
3060000000;krztusiec;2015;100;osoba
3060000000;odra;2005;0;osoba
3060000000;odra;2006;7;osoba
3060000000;odra;2007;0;osoba
3060000000;odra;2008;6;osoba
3060000000;odra;2009;47;osoba
3060000000;odra;2010;7;osoba
3060000000;odra;2011;0;osoba
3060000000;odra;2012;0;osoba
3060000000;odra;2013;0;osoba
3060000000;odra;2014;0;osoba
3060000000;odra;2015;0;osoba
3060000000;wirusowe zapalenie wątroby typu B;2005;95;osoba
3060000000;wirusowe zapalenie wątroby typu B;2006;129;osoba
3060000000;wirusowe zapalenie wątroby typu B;2007;114;osoba
3060000000;wirusowe zapalenie wątroby typu B;2008;106;osoba
3060000000;wirusowe zapalenie wątroby typu B;2009;76;osoba
3060000000;wirusowe zapalenie wątroby typu B;2010;69;osoba
3060000000;wirusowe zapalenie wątroby typu B;2011;60;osoba
3060000000;wirusowe zapalenie wątroby typu B;2012;55;osoba
3060000000;wirusowe zapalenie wątroby typu B;2013;21;osoba
3060000000;wirusowe zapalenie wątroby typu B;2014;39;osoba
3060000000;wirusowe zapalenie wątroby typu B;2015;69;osoba
3060000000;wirusowe zapalenie wątroby typu C;2005;231;osoba
3060000000;wirusowe zapalenie wątroby typu C;2006;239;osoba
3060000000;wirusowe zapalenie wątroby typu C;2007;257;osoba
3060000000;wirusowe zapalenie wątroby typu C;2008;137;osoba
3060000000;wirusowe zapalenie wątroby typu C;2009;90;osoba
3060000000;wirusowe zapalenie wątroby typu C;2010;118;osoba
3060000000;wirusowe zapalenie wątroby typu C;2011;95;osoba
3060000000;wirusowe zapalenie wątroby typu C;2012;130;osoba
3060000000;wirusowe zapalenie wątroby typu C;2013;154;osoba
3060000000;wirusowe zapalenie wątroby typu C;2014;105;osoba
3060000000;wirusowe zapalenie wątroby typu C;2015;213;osoba
3060000000;wirusowe zapalenie wątroby typu A;2005;11;osoba
3060000000;wirusowe zapalenie wątroby typu A;2006;3;osoba
3060000000;wirusowe zapalenie wątroby typu A;2007;1;osoba
3060000000;wirusowe zapalenie wątroby typu A;2008;77;osoba
3060000000;wirusowe zapalenie wątroby typu A;2009;27;osoba
3060000000;wirusowe zapalenie wątroby typu A;2010;2;osoba
3060000000;wirusowe zapalenie wątroby typu A;2011;0;osoba
3060000000;wirusowe zapalenie wątroby typu A;2012;3;osoba
3060000000;wirusowe zapalenie wątroby typu A;2013;3;osoba
3060000000;wirusowe zapalenie wątroby typu A;2014;5;osoba
3060000000;wirusowe zapalenie wątroby typu A;2015;2;osoba
3060000000;różyczka;2005;225;osoba
3060000000;różyczka;2006;1813;osoba
3060000000;różyczka;2007;2263;osoba
3060000000;różyczka;2008;165;osoba
3060000000;różyczka;2009;203;osoba
3060000000;różyczka;2010;278;osoba
3060000000;różyczka;2011;232;osoba
3060000000;różyczka;2012;1766;osoba
3060000000;różyczka;2013;2242;osoba
3060000000;różyczka;2014;239;osoba
3060000000;różyczka;2015;76;osoba
3060000000;AIDS;2005;7;osoba
3060000000;AIDS;2006;8;osoba
3060000000;AIDS;2007;6;osoba
3060000000;AIDS;2008;6;osoba
3060000000;AIDS;2009;1;osoba
3060000000;AIDS;2010;6;osoba
3060000000;AIDS;2011;4;osoba
3060000000;AIDS;2012;6;osoba
3060000000;AIDS;2013;5;osoba
3060000000;AIDS;2014;3;osoba
3060000000;AIDS;2015;3;osoba
3060000000;salmonellozy;2005;1504;osoba
3060000000;salmonellozy;2006;950;osoba
3060000000;salmonellozy;2007;1088;osoba
3060000000;salmonellozy;2008;696;osoba
3060000000;salmonellozy;2009;607;osoba
3060000000;salmonellozy;2010;508;osoba
3060000000;salmonellozy;2011;583;osoba
3060000000;salmonellozy;2012;579;osoba
3060000000;salmonellozy;2013;489;osoba
3060000000;salmonellozy;2014;607;osoba
3060000000;salmonellozy;2015;535;osoba
3060000000;czerwonka bakteryjna;2005;6;osoba
3060000000;czerwonka bakteryjna;2006;4;osoba
3060000000;czerwonka bakteryjna;2007;1;osoba
3060000000;czerwonka bakteryjna;2008;1;osoba
3060000000;czerwonka bakteryjna;2009;1;osoba
3060000000;czerwonka bakteryjna;2010;3;osoba
3060000000;czerwonka bakteryjna;2011;0;osoba
3060000000;czerwonka bakteryjna;2012;0;osoba
3060000000;czerwonka bakteryjna;2013;0;osoba
3060000000;czerwonka bakteryjna;2014;0;osoba
3060000000;czerwonka bakteryjna;2015;0;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2005;78;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2006;71;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2007;140;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2008;122;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2009;104;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2010;55;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2011;71;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2012;52;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2013;33;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2014;16;osoba
3060000000;inne bakteryjne zatrucia pokarmowe;2015;7;osoba
3060000000;biegunki u dzieci do lat 2;2005;915;osoba
3060000000;biegunki u dzieci do lat 2;2006;1136;osoba
3060000000;biegunki u dzieci do lat 2;2007;1180;osoba
3060000000;biegunki u dzieci do lat 2;2008;1456;osoba
3060000000;biegunki u dzieci do lat 2;2009;2766;osoba
3060000000;biegunki u dzieci do lat 2;2010;2273;osoba
3060000000;biegunki u dzieci do lat 2;2011;2795;osoba
3060000000;biegunki u dzieci do lat 2;2012;2655;osoba
3060000000;biegunki u dzieci do lat 2;2013;2346;osoba
3060000000;biegunki u dzieci do lat 2;2014;2395;osoba
3060000000;biegunki u dzieci do lat 2;2015;2031;osoba
3060000000;szkarlatyna (płonnica);2005;236;osoba
3060000000;szkarlatyna (płonnica);2006;288;osoba
3060000000;szkarlatyna (płonnica);2007;379;osoba
3060000000;szkarlatyna (płonnica);2008;308;osoba
3060000000;szkarlatyna (płonnica);2009;625;osoba
3060000000;szkarlatyna (płonnica);2010;541;osoba
3060000000;szkarlatyna (płonnica);2011;573;osoba
3060000000;szkarlatyna (płonnica);2012;972;osoba
3060000000;szkarlatyna (płonnica);2013;684;osoba
3060000000;szkarlatyna (płonnica);2014;590;osoba
3060000000;szkarlatyna (płonnica);2015;757;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;36;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;45;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;44;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;43;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;33;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;37;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;49;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;32;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;39;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;33;osoba
3060000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;32;osoba
3060000000;wirusowe zapalenie opon mózgowych;2005;32;osoba
3060000000;wirusowe zapalenie opon mózgowych;2006;98;osoba
3060000000;wirusowe zapalenie opon mózgowych;2007;48;osoba
3060000000;wirusowe zapalenie opon mózgowych;2008;33;osoba
3060000000;wirusowe zapalenie opon mózgowych;2009;31;osoba
3060000000;wirusowe zapalenie opon mózgowych;2010;46;osoba
3060000000;wirusowe zapalenie opon mózgowych;2011;34;osoba
3060000000;wirusowe zapalenie opon mózgowych;2012;54;osoba
3060000000;wirusowe zapalenie opon mózgowych;2013;23;osoba
3060000000;wirusowe zapalenie opon mózgowych;2014;22;osoba
3060000000;wirusowe zapalenie opon mózgowych;2015;16;osoba
3060000000;wirusowe zapalenie mózgu;2005;6;osoba
3060000000;wirusowe zapalenie mózgu;2006;16;osoba
3060000000;wirusowe zapalenie mózgu;2007;9;osoba
3060000000;wirusowe zapalenie mózgu;2008;7;osoba
3060000000;wirusowe zapalenie mózgu;2009;18;osoba
3060000000;wirusowe zapalenie mózgu;2010;11;osoba
3060000000;wirusowe zapalenie mózgu;2011;11;osoba
3060000000;wirusowe zapalenie mózgu;2012;10;osoba
3060000000;wirusowe zapalenie mózgu;2013;14;osoba
3060000000;wirusowe zapalenie mózgu;2014;13;osoba
3060000000;wirusowe zapalenie mózgu;2015;9;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2005;5887;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2006;899;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2007;418;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2008;170;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2009;144;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2010;140;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2011;141;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2012;165;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2013;124;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2014;109;osoba
3060000000;zapalenie przyusznicy nagminne (świnka);2015;134;osoba
3060000000;włośnica;2005;2;osoba
3060000000;włośnica;2006;0;osoba
3060000000;włośnica;2007;4;osoba
3060000000;włośnica;2008;0;osoba
3060000000;włośnica;2009;0;osoba
3060000000;włośnica;2010;0;osoba
3060000000;włośnica;2011;0;osoba
3060000000;włośnica;2012;0;osoba
3060000000;włośnica;2013;0;osoba
3060000000;włośnica;2014;1;osoba
3060000000;włośnica;2015;0;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2005;13443;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2006;6151;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2007;8694;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2008;4378;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2009;31285;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2010;9063;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2011;23627;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2012;19679;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2013;81831;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2014;70593;osoba
3060000000;grypa i podejrzenia zachorowań na grypę;2015;78786;osoba
3060000000;szczepieni przeciw wściekliźnie;2005;221;osoba
3060000000;szczepieni przeciw wściekliźnie;2006;227;osoba
3060000000;szczepieni przeciw wściekliźnie;2007;224;osoba
3060000000;szczepieni przeciw wściekliźnie;2008;264;osoba
3060000000;szczepieni przeciw wściekliźnie;2009;249;osoba
3060000000;szczepieni przeciw wściekliźnie;2010;261;osoba
3060000000;szczepieni przeciw wściekliźnie;2011;283;osoba
3060000000;szczepieni przeciw wściekliźnie;2012;316;osoba
3060000000;szczepieni przeciw wściekliźnie;2013;384;osoba
3060000000;szczepieni przeciw wściekliźnie;2014;336;osoba
3060000000;szczepieni przeciw wściekliźnie;2015;401;osoba
3180000000;tężec;2005;2;osoba
3180000000;tężec;2006;2;osoba
3180000000;tężec;2007;0;osoba
3180000000;tężec;2008;0;osoba
3180000000;tężec;2009;0;osoba
3180000000;tężec;2010;2;osoba
3180000000;tężec;2011;0;osoba
3180000000;tężec;2012;0;osoba
3180000000;tężec;2013;0;osoba
3180000000;tężec;2014;0;osoba
3180000000;tężec;2015;0;osoba
3180000000;krztusiec;2005;23;osoba
3180000000;krztusiec;2006;17;osoba
3180000000;krztusiec;2007;47;osoba
3180000000;krztusiec;2008;21;osoba
3180000000;krztusiec;2009;23;osoba
3180000000;krztusiec;2010;28;osoba
3180000000;krztusiec;2011;41;osoba
3180000000;krztusiec;2012;134;osoba
3180000000;krztusiec;2013;95;osoba
3180000000;krztusiec;2014;70;osoba
3180000000;krztusiec;2015;88;osoba
3180000000;odra;2005;1;osoba
3180000000;odra;2006;14;osoba
3180000000;odra;2007;0;osoba
3180000000;odra;2008;22;osoba
3180000000;odra;2009;0;osoba
3180000000;odra;2010;0;osoba
3180000000;odra;2011;3;osoba
3180000000;odra;2012;1;osoba
3180000000;odra;2013;0;osoba
3180000000;odra;2014;1;osoba
3180000000;odra;2015;1;osoba
3180000000;wirusowe zapalenie wątroby typu B;2005;44;osoba
3180000000;wirusowe zapalenie wątroby typu B;2006;39;osoba
3180000000;wirusowe zapalenie wątroby typu B;2007;65;osoba
3180000000;wirusowe zapalenie wątroby typu B;2008;51;osoba
3180000000;wirusowe zapalenie wątroby typu B;2009;45;osoba
3180000000;wirusowe zapalenie wątroby typu B;2010;67;osoba
3180000000;wirusowe zapalenie wątroby typu B;2011;62;osoba
3180000000;wirusowe zapalenie wątroby typu B;2012;145;osoba
3180000000;wirusowe zapalenie wątroby typu B;2013;96;osoba
3180000000;wirusowe zapalenie wątroby typu B;2014;81;osoba
3180000000;wirusowe zapalenie wątroby typu B;2015;75;osoba
3180000000;wirusowe zapalenie wątroby typu C;2005;71;osoba
3180000000;wirusowe zapalenie wątroby typu C;2006;57;osoba
3180000000;wirusowe zapalenie wątroby typu C;2007;46;osoba
3180000000;wirusowe zapalenie wątroby typu C;2008;44;osoba
3180000000;wirusowe zapalenie wątroby typu C;2009;29;osoba
3180000000;wirusowe zapalenie wątroby typu C;2010;40;osoba
3180000000;wirusowe zapalenie wątroby typu C;2011;68;osoba
3180000000;wirusowe zapalenie wątroby typu C;2012;84;osoba
3180000000;wirusowe zapalenie wątroby typu C;2013;92;osoba
3180000000;wirusowe zapalenie wątroby typu C;2014;82;osoba
3180000000;wirusowe zapalenie wątroby typu C;2015;116;osoba
3180000000;wirusowe zapalenie wątroby typu A;2005;0;osoba
3180000000;wirusowe zapalenie wątroby typu A;2006;1;osoba
3180000000;wirusowe zapalenie wątroby typu A;2007;2;osoba
3180000000;wirusowe zapalenie wątroby typu A;2008;4;osoba
3180000000;wirusowe zapalenie wątroby typu A;2009;6;osoba
3180000000;wirusowe zapalenie wątroby typu A;2010;6;osoba
3180000000;wirusowe zapalenie wątroby typu A;2011;3;osoba
3180000000;wirusowe zapalenie wątroby typu A;2012;7;osoba
3180000000;wirusowe zapalenie wątroby typu A;2013;2;osoba
3180000000;wirusowe zapalenie wątroby typu A;2014;5;osoba
3180000000;wirusowe zapalenie wątroby typu A;2015;4;osoba
3180000000;różyczka;2005;298;osoba
3180000000;różyczka;2006;1287;osoba
3180000000;różyczka;2007;2459;osoba
3180000000;różyczka;2008;461;osoba
3180000000;różyczka;2009;231;osoba
3180000000;różyczka;2010;201;osoba
3180000000;różyczka;2011;610;osoba
3180000000;różyczka;2012;364;osoba
3180000000;różyczka;2013;2064;osoba
3180000000;różyczka;2014;153;osoba
3180000000;różyczka;2015;80;osoba
3180000000;AIDS;2005;0;osoba
3180000000;AIDS;2006;0;osoba
3180000000;AIDS;2007;0;osoba
3180000000;AIDS;2008;10;osoba
3180000000;AIDS;2009;8;osoba
3180000000;AIDS;2010;4;osoba
3180000000;AIDS;2011;4;osoba
3180000000;AIDS;2012;2;osoba
3180000000;AIDS;2013;2;osoba
3180000000;AIDS;2014;2;osoba
3180000000;AIDS;2015;1;osoba
3180000000;salmonellozy;2005;1111;osoba
3180000000;salmonellozy;2006;1150;osoba
3180000000;salmonellozy;2007;985;osoba
3180000000;salmonellozy;2008;808;osoba
3180000000;salmonellozy;2009;629;osoba
3180000000;salmonellozy;2010;805;osoba
3180000000;salmonellozy;2011;608;osoba
3180000000;salmonellozy;2012;639;osoba
3180000000;salmonellozy;2013;609;osoba
3180000000;salmonellozy;2014;588;osoba
3180000000;salmonellozy;2015;615;osoba
3180000000;czerwonka bakteryjna;2005;4;osoba
3180000000;czerwonka bakteryjna;2006;1;osoba
3180000000;czerwonka bakteryjna;2007;0;osoba
3180000000;czerwonka bakteryjna;2008;9;osoba
3180000000;czerwonka bakteryjna;2009;15;osoba
3180000000;czerwonka bakteryjna;2010;2;osoba
3180000000;czerwonka bakteryjna;2011;0;osoba
3180000000;czerwonka bakteryjna;2012;0;osoba
3180000000;czerwonka bakteryjna;2013;1;osoba
3180000000;czerwonka bakteryjna;2014;1;osoba
3180000000;czerwonka bakteryjna;2015;0;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2005;40;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2006;99;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2007;107;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2008;27;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2009;38;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2010;4;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2011;14;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2012;9;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2013;3;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2014;28;osoba
3180000000;inne bakteryjne zatrucia pokarmowe;2015;25;osoba
3180000000;biegunki u dzieci do lat 2;2005;1065;osoba
3180000000;biegunki u dzieci do lat 2;2006;1282;osoba
3180000000;biegunki u dzieci do lat 2;2007;1365;osoba
3180000000;biegunki u dzieci do lat 2;2008;2047;osoba
3180000000;biegunki u dzieci do lat 2;2009;1980;osoba
3180000000;biegunki u dzieci do lat 2;2010;1989;osoba
3180000000;biegunki u dzieci do lat 2;2011;2244;osoba
3180000000;biegunki u dzieci do lat 2;2012;1707;osoba
3180000000;biegunki u dzieci do lat 2;2013;1650;osoba
3180000000;biegunki u dzieci do lat 2;2014;1895;osoba
3180000000;biegunki u dzieci do lat 2;2015;1907;osoba
3180000000;szkarlatyna (płonnica);2005;324;osoba
3180000000;szkarlatyna (płonnica);2006;309;osoba
3180000000;szkarlatyna (płonnica);2007;290;osoba
3180000000;szkarlatyna (płonnica);2008;242;osoba
3180000000;szkarlatyna (płonnica);2009;387;osoba
3180000000;szkarlatyna (płonnica);2010;457;osoba
