Kod;Rodzaje dochodów;Rok;Wartosc;Jednostka miary
2120000000;z pracy na własny rachunek;2009;102,16;zł
2120000000;z pracy na własny rachunek;2010;111,18;zł
2120000000;z pracy na własny rachunek;2011;115,47;zł
2120000000;z pracy na własny rachunek;2012;116,01;zł
2120000000;z pracy na własny rachunek;2013;123,32;zł
2120000000;z pracy na własny rachunek;2014;128,7;zł
2120000000;z pracy na własny rachunek;2015;127,16;zł
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;34,9;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;24;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;28;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;32;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;24,9;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;23,2;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;21,7;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;21,2;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;23,2;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;24,2;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;18,2;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;15,8;%
2120000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;21,9;%
2120000000;ze świadczeń społecznych;1999;188,13;zł
2120000000;ze świadczeń społecznych;2000;195,93;zł
2120000000;ze świadczeń społecznych;2001;218,69;zł
2120000000;ze świadczeń społecznych;2002;233,57;zł
2120000000;ze świadczeń społecznych;2003;258,62;zł
2120000000;ze świadczeń społecznych;2004;250,78;zł
2120000000;ze świadczeń społecznych;2005;240,98;zł
2120000000;ze świadczeń społecznych;2006;261,68;zł
2120000000;ze świadczeń społecznych;2007;268,19;zł
2120000000;ze świadczeń społecznych;2008;287,44;zł
2120000000;ze świadczeń społecznych;2009;296,49;zł
2120000000;ze świadczeń społecznych;2010;309,23;zł
2120000000;ze świadczeń społecznych;2011;339,09;zł
2120000000;ze świadczeń społecznych;2012;356,05;zł
2120000000;ze świadczeń społecznych;2013;341,41;zł
2120000000;ze świadczeń społecznych;2014;346,85;zł
2120000000;ze świadczeń społecznych;2015;388,9;zł
2120000000;dochód do dyspozycji;1999;540,04;zł
2120000000;dochód do dyspozycji;2000;562,22;zł
2120000000;dochód do dyspozycji;2001;605,72;zł
2120000000;dochód do dyspozycji;2002;609,94;zł
2120000000;dochód do dyspozycji;2003;644,99;zł
2120000000;dochód do dyspozycji;2004;691,73;zł
2120000000;dochód do dyspozycji;2005;708,36;zł
2120000000;dochód do dyspozycji;2006;740,55;zł
2120000000;dochód do dyspozycji;2007;834,61;zł
2120000000;dochód do dyspozycji;2008;965,97;zł
2120000000;dochód do dyspozycji;2009;1006,51;zł
2120000000;dochód do dyspozycji;2010;1069,47;zł
2120000000;dochód do dyspozycji;2011;1124,62;zł
2120000000;dochód do dyspozycji;2012;1156,33;zł
2120000000;dochód do dyspozycji;2013;1195,73;zł
2120000000;dochód do dyspozycji;2014;1227,39;zł
2120000000;dochód do dyspozycji;2015;1269,38;zł
2120000000;ogółem, Polska = 100;1999;;%
2120000000;ogółem, Polska = 100;2000;;%
2120000000;ogółem, Polska = 100;2001;;%
2120000000;ogółem, Polska = 100;2002;;%
2120000000;ogółem, Polska = 100;2003;;%
2120000000;ogółem, Polska = 100;2004;;%
2120000000;ogółem, Polska = 100;2005;96,2;%
2120000000;ogółem, Polska = 100;2006;91,7;%
2120000000;ogółem, Polska = 100;2007;93,1;%
2120000000;ogółem, Polska = 100;2008;95,7;%
2120000000;ogółem, Polska = 100;2009;93,5;%
2120000000;ogółem, Polska = 100;2010;92,9;%
2120000000;ogółem, Polska = 100;2011;94,3;%
2120000000;ogółem, Polska = 100;2012;93,1;%
2120000000;ogółem, Polska = 100;2013;94,5;%
2120000000;ogółem, Polska = 100;2014;94;%
2120000000;ogółem, Polska = 100;2015;94,2;%
2240000000;ogółem;1999;597,22;zł
2240000000;ogółem;2000;657,41;zł
2240000000;ogółem;2001;689,46;zł
2240000000;ogółem;2002;689,23;zł
2240000000;ogółem;2003;726,01;zł
2240000000;ogółem;2004;748,29;zł
2240000000;ogółem;2005;792,82;zł
2240000000;ogółem;2006;847,92;zł
2240000000;ogółem;2007;919,27;zł
2240000000;ogółem;2008;1041,08;zł
2240000000;ogółem;2009;1114,05;zł
2240000000;ogółem;2010;1168,42;zł
2240000000;ogółem;2011;1215,44;zł
2240000000;ogółem;2012;1278,87;zł
2240000000;ogółem;2013;1318,92;zł
2240000000;ogółem;2014;1381,68;zł
2240000000;ogółem;2015;1420,54;zł
2240000000;z pracy najemnej;1999;311,29;zł
2240000000;z pracy najemnej;2000;340,09;zł
2240000000;z pracy najemnej;2001;337,36;zł
2240000000;z pracy najemnej;2002;335,52;zł
2240000000;z pracy najemnej;2003;330,8;zł
2240000000;z pracy najemnej;2004;345,66;zł
2240000000;z pracy najemnej;2005;374,02;zł
2240000000;z pracy najemnej;2006;423,43;zł
2240000000;z pracy najemnej;2007;485,78;zł
2240000000;z pracy najemnej;2008;585,45;zł
2240000000;z pracy najemnej;2009;622,59;zł
2240000000;z pracy najemnej;2010;656,39;zł
2240000000;z pracy najemnej;2011;662,63;zł
2240000000;z pracy najemnej;2012;710,68;zł
2240000000;z pracy najemnej;2013;742,76;zł
2240000000;z pracy najemnej;2014;765,45;zł
2240000000;z pracy najemnej;2015;793,07;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;1999;8,51;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2000;5,89;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2001;9,02;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2002;6,63;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2003;8,23;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2004;3,7;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2005;4,63;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2006;4,91;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2007;4,62;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2008;8,35;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2009;6,32;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2010;4,73;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2011;4,66;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2012;4,28;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2013;5,26;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2014;4,41;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie;2015;3,03;zł
2240000000;z pracy na własny rachunek;1999;36,54;zł
2240000000;z pracy na własny rachunek;2000;51,33;zł
2240000000;z pracy na własny rachunek;2001;50,28;zł
2240000000;z pracy na własny rachunek;2002;44,44;zł
2240000000;z pracy na własny rachunek;2003;42,46;zł
2240000000;z pracy na własny rachunek;2004;46,51;zł
2240000000;z pracy na własny rachunek;2005;57,36;zł
2240000000;z pracy na własny rachunek;2006;56,89;zł
2240000000;z pracy na własny rachunek;2007;63,97;zł
2240000000;z pracy na własny rachunek;2008;71,33;zł
2240000000;z pracy na własny rachunek;2009;75,36;zł
2240000000;z pracy na własny rachunek;2010;79,12;zł
2240000000;z pracy na własny rachunek;2011;85,72;zł
2240000000;z pracy na własny rachunek;2012;98,33;zł
2240000000;z pracy na własny rachunek;2013;93,16;zł
2240000000;z pracy na własny rachunek;2014;92,3;zł
2240000000;z pracy na własny rachunek;2015;107,44;zł
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;19,4;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;8;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;8,1;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;8,6;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;7,2;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;11,7;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;8,4;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;6;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;5,4;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;4,4;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;5,6;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;4,8;%
2240000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;2,8;%
2240000000;ze świadczeń społecznych;1999;211,89;zł
2240000000;ze świadczeń społecznych;2000;227,13;zł
2240000000;ze świadczeń społecznych;2001;253,71;zł
2240000000;ze świadczeń społecznych;2002;265,75;zł
2240000000;ze świadczeń społecznych;2003;302,7;zł
2240000000;ze świadczeń społecznych;2004;308,99;zł
2240000000;ze świadczeń społecznych;2005;318,79;zł
2240000000;ze świadczeń społecznych;2006;324,93;zł
2240000000;ze świadczeń społecznych;2007;323,99;zł
2240000000;ze świadczeń społecznych;2008;334,92;zł
2240000000;ze świadczeń społecznych;2009;368,97;zł
2240000000;ze świadczeń społecznych;2010;387,69;zł
2240000000;ze świadczeń społecznych;2011;419,64;zł
2240000000;ze świadczeń społecznych;2012;421,91;zł
2240000000;ze świadczeń społecznych;2013;429,86;zł
2240000000;ze świadczeń społecznych;2014;462,25;zł
2240000000;ze świadczeń społecznych;2015;466,34;zł
2240000000;dochód do dyspozycji;1999;575,5;zł
2240000000;dochód do dyspozycji;2000;635,31;zł
2240000000;dochód do dyspozycji;2001;665,44;zł
2240000000;dochód do dyspozycji;2002;661,96;zł
2240000000;dochód do dyspozycji;2003;697,17;zł
2240000000;dochód do dyspozycji;2004;718,48;zł
2240000000;dochód do dyspozycji;2005;759,97;zł
2240000000;dochód do dyspozycji;2006;814,51;zł
2240000000;dochód do dyspozycji;2007;882,51;zł
2240000000;dochód do dyspozycji;2008;1000,87;zł
2240000000;dochód do dyspozycji;2009;1068,09;zł
2240000000;dochód do dyspozycji;2010;1119,66;zł
2240000000;dochód do dyspozycji;2011;1166,44;zł
2240000000;dochód do dyspozycji;2012;1228,38;zł
2240000000;dochód do dyspozycji;2013;1267,3;zł
2240000000;dochód do dyspozycji;2014;1328,34;zł
2240000000;dochód do dyspozycji;2015;1366,24;zł
2240000000;ogółem, Polska = 100;1999;;%
2240000000;ogółem, Polska = 100;2000;;%
2240000000;ogółem, Polska = 100;2001;;%
2240000000;ogółem, Polska = 100;2002;;%
2240000000;ogółem, Polska = 100;2003;;%
2240000000;ogółem, Polska = 100;2004;;%
2240000000;ogółem, Polska = 100;2005;104,1;%
2240000000;ogółem, Polska = 100;2006;101,6;%
2240000000;ogółem, Polska = 100;2007;99;%
2240000000;ogółem, Polska = 100;2008;99,6;%
2240000000;ogółem, Polska = 100;2009;100;%
2240000000;ogółem, Polska = 100;2010;98;%
2240000000;ogółem, Polska = 100;2011;99,1;%
2240000000;ogółem, Polska = 100;2012;100;%
2240000000;ogółem, Polska = 100;2013;101,5;%
2240000000;ogółem, Polska = 100;2014;103,1;%
2240000000;ogółem, Polska = 100;2015;102,5;%
3060000000;ogółem;1999;491,04;zł
3060000000;ogółem;2000;501,73;zł
3060000000;ogółem;2001;553,03;zł
3060000000;ogółem;2002;581,22;zł
3060000000;ogółem;2003;648,02;zł
3060000000;ogółem;2004;676,7;zł
3060000000;ogółem;2005;672,37;zł
3060000000;ogółem;2006;725,1;zł
3060000000;ogółem;2007;791,61;zł
3060000000;ogółem;2008;880,62;zł
3060000000;ogółem;2009;908,99;zł
3060000000;ogółem;2010;978,49;zł
3060000000;ogółem;2011;1025,8;zł
3060000000;ogółem;2012;1056,45;zł
3060000000;ogółem;2013;1105,58;zł
3060000000;ogółem;2014;1208,35;zł
3060000000;ogółem;2015;1226,74;zł
3060000000;z pracy najemnej;1999;199,27;zł
3060000000;z pracy najemnej;2000;190,61;zł
3060000000;z pracy najemnej;2001;210,2;zł
3060000000;z pracy najemnej;2002;232,92;zł
3060000000;z pracy najemnej;2003;244,3;zł
3060000000;z pracy najemnej;2004;256,22;zł
3060000000;z pracy najemnej;2005;257,2;zł
3060000000;z pracy najemnej;2006;274,8;zł
3060000000;z pracy najemnej;2007;333,04;zł
3060000000;z pracy najemnej;2008;411,4;zł
3060000000;z pracy najemnej;2009;449,48;zł
3060000000;z pracy najemnej;2010;449,07;zł
3060000000;z pracy najemnej;2011;474,37;zł
3060000000;z pracy najemnej;2012;460,32;zł
3060000000;z pracy najemnej;2013;492;zł
3060000000;z pracy najemnej;2014;556,44;zł
3060000000;z pracy najemnej;2015;568,11;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;1999;63,5;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2000;53,52;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2001;49,99;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2002;47,79;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2003;62,84;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2004;65,69;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2005;68,56;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2006;80,71;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2007;84,76;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2008;64,19;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2009;45,91;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2010;87,73;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2011;91,26;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2012;105,37;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2013;124,68;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2014;116,88;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie;2015;108,93;zł
3060000000;z pracy na własny rachunek;1999;25,88;zł
3060000000;z pracy na własny rachunek;2000;34,45;zł
3060000000;z pracy na własny rachunek;2001;32,04;zł
3060000000;z pracy na własny rachunek;2002;29,57;zł
3060000000;z pracy na własny rachunek;2003;40,45;zł
3060000000;z pracy na własny rachunek;2004;53,29;zł
3060000000;z pracy na własny rachunek;2005;41,87;zł
3060000000;z pracy na własny rachunek;2006;45,92;zł
3060000000;z pracy na własny rachunek;2007;53,66;zł
3060000000;z pracy na własny rachunek;2008;69,9;zł
3060000000;z pracy na własny rachunek;2009;62,1;zł
3060000000;z pracy na własny rachunek;2010;62,41;zł
3060000000;z pracy na własny rachunek;2011;70,18;zł
3060000000;z pracy na własny rachunek;2012;71,69;zł
3060000000;z pracy na własny rachunek;2013;87,16;zł
3060000000;z pracy na własny rachunek;2014;85,67;zł
3060000000;z pracy na własny rachunek;2015;85,18;zł
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;155,4;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;123,3;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;163,7;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;175,8;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;158;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;91,8;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;73,9;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;140,6;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;130;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;147;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;143;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;136,4;%
3060000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;127,9;%
3060000000;ze świadczeń społecznych;1999;172,1;zł
3060000000;ze świadczeń społecznych;2000;190,23;zł
3060000000;ze świadczeń społecznych;2001;221,57;zł
3060000000;ze świadczeń społecznych;2002;223,29;zł
3060000000;ze świadczeń społecznych;2003;247,5;zł
3060000000;ze świadczeń społecznych;2004;246,42;zł
3060000000;ze świadczeń społecznych;2005;251,54;zł
3060000000;ze świadczeń społecznych;2006;271,13;zł
3060000000;ze świadczeń społecznych;2007;275,51;zł
3060000000;ze świadczeń społecznych;2008;290,32;zł
3060000000;ze świadczeń społecznych;2009;288,45;zł
3060000000;ze świadczeń społecznych;2010;314,22;zł
3060000000;ze świadczeń społecznych;2011;339,71;zł
3060000000;ze świadczeń społecznych;2012;356,7;zł
3060000000;ze świadczeń społecznych;2013;341,66;zł
3060000000;ze świadczeń społecznych;2014;365,72;zł
3060000000;ze świadczeń społecznych;2015;391,56;zł
3060000000;dochód do dyspozycji;1999;468,4;zł
3060000000;dochód do dyspozycji;2000;476,76;zł
3060000000;dochód do dyspozycji;2001;520,76;zł
3060000000;dochód do dyspozycji;2002;545,55;zł
3060000000;dochód do dyspozycji;2003;609,03;zł
3060000000;dochód do dyspozycji;2004;636,1;zł
3060000000;dochód do dyspozycji;2005;637,8;zł
3060000000;dochód do dyspozycji;2006;684,76;zł
3060000000;dochód do dyspozycji;2007;751,08;zł
3060000000;dochód do dyspozycji;2008;835,8;zł
3060000000;dochód do dyspozycji;2009;861,42;zł
3060000000;dochód do dyspozycji;2010;929,75;zł
3060000000;dochód do dyspozycji;2011;979,43;zł
3060000000;dochód do dyspozycji;2012;1006,73;zł
3060000000;dochód do dyspozycji;2013;1055,05;zł
3060000000;dochód do dyspozycji;2014;1159,58;zł
3060000000;dochód do dyspozycji;2015;1174,92;zł
3060000000;ogółem, Polska = 100;1999;;%
3060000000;ogółem, Polska = 100;2000;;%
3060000000;ogółem, Polska = 100;2001;;%
3060000000;ogółem, Polska = 100;2002;;%
3060000000;ogółem, Polska = 100;2003;;%
3060000000;ogółem, Polska = 100;2004;;%
3060000000;ogółem, Polska = 100;2005;88,3;%
3060000000;ogółem, Polska = 100;2006;86,9;%
3060000000;ogółem, Polska = 100;2007;85,2;%
3060000000;ogółem, Polska = 100;2008;84,2;%
3060000000;ogółem, Polska = 100;2009;81,6;%
3060000000;ogółem, Polska = 100;2010;82;%
3060000000;ogółem, Polska = 100;2011;83,6;%
3060000000;ogółem, Polska = 100;2012;82,6;%
3060000000;ogółem, Polska = 100;2013;85,1;%
3060000000;ogółem, Polska = 100;2014;90,2;%
3060000000;ogółem, Polska = 100;2015;88,5;%
3180000000;ogółem;1999;476,84;zł
3180000000;ogółem;2000;497,22;zł
3180000000;ogółem;2001;527,49;zł
3180000000;ogółem;2002;538,46;zł
3180000000;ogółem;2003;582,12;zł
3180000000;ogółem;2004;585,43;zł
3180000000;ogółem;2005;619,02;zł
3180000000;ogółem;2006;646,76;zł
3180000000;ogółem;2007;700,67;zł
3180000000;ogółem;2008;791,27;zł
3180000000;ogółem;2009;834,59;zł
3180000000;ogółem;2010;907,28;zł
3180000000;ogółem;2011;937,85;zł
3180000000;ogółem;2012;959,12;zł
3180000000;ogółem;2013;997,69;zł
3180000000;ogółem;2014;1053,02;zł
3180000000;ogółem;2015;1081,64;zł
3180000000;z pracy najemnej;1999;223,78;zł
3180000000;z pracy najemnej;2000;226,31;zł
3180000000;z pracy najemnej;2001;237,87;zł
3180000000;z pracy najemnej;2002;232,8;zł
3180000000;z pracy najemnej;2003;252,28;zł
3180000000;z pracy najemnej;2004;255,98;zł
3180000000;z pracy najemnej;2005;269,93;zł
3180000000;z pracy najemnej;2006;287,57;zł
3180000000;z pracy najemnej;2007;332,78;zł
3180000000;z pracy najemnej;2008;410,27;zł
3180000000;z pracy najemnej;2009;434,5;zł
3180000000;z pracy najemnej;2010;473,49;zł
3180000000;z pracy najemnej;2011;488,99;zł
3180000000;z pracy najemnej;2012;509,59;zł
3180000000;z pracy najemnej;2013;535,07;zł
3180000000;z pracy najemnej;2014;568,12;zł
3180000000;z pracy najemnej;2015;604,09;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;1999;22,99;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2000;24,47;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2001;20,2;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2002;12,9;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2003;19,75;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2004;20,31;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2005;11,96;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2006;20;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2007;25,49;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2008;34,32;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2009;22,6;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2010;15,42;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2011;17,31;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2012;13,42;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2013;21,47;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2014;22,12;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie;2015;2,7;zł
3180000000;z pracy na własny rachunek;1999;36,38;zł
3180000000;z pracy na własny rachunek;2000;30,86;zł
3180000000;z pracy na własny rachunek;2001;29,22;zł
3180000000;z pracy na własny rachunek;2002;34,84;zł
3180000000;z pracy na własny rachunek;2003;34,27;zł
3180000000;z pracy na własny rachunek;2004;31,54;zł
3180000000;z pracy na własny rachunek;2005;41,65;zł
3180000000;z pracy na własny rachunek;2006;40,71;zł
3180000000;z pracy na własny rachunek;2007;44,8;zł
3180000000;z pracy na własny rachunek;2008;41;zł
3180000000;z pracy na własny rachunek;2009;49,74;zł
3180000000;z pracy na własny rachunek;2010;57,86;zł
3180000000;z pracy na własny rachunek;2011;57,45;zł
3180000000;z pracy na własny rachunek;2012;48,75;zł
3180000000;z pracy na własny rachunek;2013;55,51;zł
3180000000;z pracy na własny rachunek;2014;62,68;zł
3180000000;z pracy na własny rachunek;2015;68,72;zł
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;57,6;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;64,4;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;28,7;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;49,1;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;56,9;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;83,7;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;45,4;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;26,7;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;30,1;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;27,5;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;38,7;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;35,3;%
3180000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;3,9;%
3180000000;ze świadczeń społecznych;1999;172,76;zł
3180000000;ze świadczeń społecznych;2000;185,27;zł
